Region,Technology,Fuel,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
DE,CHP_Gas_CCGT_Biogas_CCS,Gas_Bio,2,2030,2.108433735,,Fraction,,,
DE,CHP_Hydrogen_FuelCell,H2,2,2030,1.0,,Fraction,,,
DE,HLI_Convert_DH,Heat_District,1,2030,1.0,,Fraction,,,
DE,HLR_Convert_DH,Heat_District,1,2030,1.0,,Fraction,,,
DE,CHP_Oil,Oil,1,2030,2.824858757,,Fraction,,,
DE,CHP_Oil,Oil,2,2030,3.759398496,,Fraction,,,
DE,P_Gas_CCGT,Gas_Natural,1,2030,1.612903226,,Fraction,,,
DE,P_Gas_OCGT,Gas_Natural,1,2030,2.272727273,,Fraction,,,
DE,P_Gas_Engines,Gas_Natural,1,2030,2.631578947,,Fraction,,,
DE,P_Gas_CCGT,Gas_Bio,2,2030,1.612903226,,Fraction,,,
DE,P_Gas_OCGT,Gas_Bio,2,2030,2.272727273,,Fraction,,,
DE,P_Gas_Engines,Gas_Bio,2,2030,2.631578947,,Fraction,,,
DE,P_Gas_CCGT,Gas_Synth,3,2030,1.612903226,,Fraction,,,
DE,P_Gas_OCGT,Gas_Synth,3,2030,2.272727273,,Fraction,,,
DE,P_Gas_Engines,Gas_Synth,3,2030,2.631578947,,Fraction,,,
World,CHP_Coal_Hardcoal,Hardcoal,1,2035,2.352941176,,Fraction,,,
World,CHP_Coal_Lignite,Lignite,1,2035,2.352941176,,Fraction,,,
World,CHP_Gas,Gas_Natural,1,2035,1.62601626,,Fraction,,,
World,CHP_Nuclear,Nuclear,1,2035,2.5,,Fraction,,,
World,CHP_Biomass,Biomass,1,2035,2.985074627,,Fraction,,,
World,D_Battery_Li-Ion,Power,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Battery_Redox,Power,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Gas_H2,H2,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Gas_Methane,Gas_Natural,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Heat_HLI,Heat_Low_Industrial,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_Heat_HLR,Heat_Low_Residential,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_PHS,Power,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_PHS_Residual,Power,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,D_CAES,Power,1,2035,1.0,,Fraction,"Irrelevant, efficiency in TechnologyToStorage",06.09.2023,Stian Backe <stian.backe@sintef.no>
World,FRT_Rail_Conv,Oil,1,2035,0.151718582,,Fraction,,,
World,FRT_Rail_Electric,Power,1,2035,0.084854995,,Fraction,,,
World,FRT_Road_OH,Power,1,2035,0.091012653,,Fraction,,,
World,FRT_Road_BEV,Power,1,2035,0.591354167,,Fraction,,,
World,FRT_Road_H2,H2,1,2035,0.587857143,,Fraction,,,
World,FRT_Road_ICE,Oil,1,2035,0.609877551,,Fraction,,,
World,FRT_Road_ICE,Biofuel,2,2035,0.7632,,Fraction,,,
World,FRT_Road_PHEV,Power,1,2035,0.12011949,,Fraction,,,
World,FRT_Road_PHEV,Oil,1,2035,0.480477959,,Fraction,,,
World,FRT_Road_PHEV,Power,2,2035,0.144143388,,Fraction,,,
World,FRT_Road_PHEV,Biofuel,2,2035,0.7632,,Fraction,,,
World,FRT_Ship_Bio,Biofuel,1,2035,0.107259136,,Fraction,,,
World,FRT_Ship_Conv,Oil,1,2035,0.097508306,,Fraction,,,
World,HHT_Biomass,Biomass,1,2035,1.176470588,,Fraction,,,
World,HHT_Coal_Hardcoal,Hardcoal,1,2035,1.333333333,,Fraction,,,
World,HHT_Coal_Lignite,Lignite,1,2035,1.333333333,,Fraction,,,
World,HHT_Electric_Furnace,Power,1,2035,1.015228426,,Fraction,,,
World,HHT_Gas,Gas_Natural,1,2035,1.111111111,,Fraction,,,
World,HHT_Oil,Oil,1,2035,1.176470588,,Fraction,,,
World,HHT_Geothermal,Power,1,2035,0.266666667,,Fraction,,,
World,HHT_H2,H2,1,2035,1.98019802,,Fraction,,,
World,HLT_Biomass,Biomass,1,2035,1.176470588,,Fraction,,,
World,HLT_Coal_Hardcoal,Hardcoal,1,2035,1.333333333,,Fraction,,,
World,HLT_Coal_Lignite,Lignite,1,2035,1.333333333,,Fraction,,,
World,HLT_Electric_Furnace,Power,1,2035,1.015228426,,Fraction,,,
World,HLT_Gas,Gas_Natural,1,2035,1.111111111,,Fraction,,,
World,HLT_Heatpump,Power,1,2035,0.298507463,,Fraction,,,
World,HLT_Rooftop_Commercial,Area_Rooftop_Commercial,1,2035,0.165826357,,Fraction,,,
World,HLT_Rooftop_Residential,Area_Rooftop_Residential,1,2035,0.165826357,,Fraction,,,
World,HLT_Oil,Oil,1,2035,1.176470588,,Fraction,,,
World,HLT_Geothermal,Power,1,2035,0.25974026,,Fraction,,,
World,P_Coal_Hardcoal,Hardcoal,1,2035,2.383753501,,Fraction,,,
World,P_Coal_Lignite,Lignite,1,2035,2.127659574,,Fraction,,,
World,P_Gas,Gas_Natural,1,2035,1.612903226,,Fraction,,,
World,P_Nuclear,Nuclear,1,2035,2.5,,Fraction,,,
World,P_Oil,Oil,1,2035,2.631578947,,Fraction,,,
World,P_Biomass,Biomass,1,2035,2.654232425,,Fraction,,,
World,PSNG_Air_Bio,Biofuel,1,2035,1.265921788,,Fraction,,,
World,PSNG_Air_Conv,Oil,1,2035,1.150837989,,Fraction,,,
World,PSNG_Air_H2,H2,1,2035,1.173854749,,Fraction,,,
World,PSNG_Rail_Conv,Oil,1,2035,0.616862204,,Fraction,,,
World,PSNG_Rail_Electric,Power,1,2035,0.339285714,,Fraction,,,
World,PSNG_Road_BEV,Power,1,2035,0.314166667,,Fraction,,,
World,PSNG_Road_H2,H2,1,2035,0.365714286,,Fraction,,,
World,PSNG_Road_ICE,Oil,1,2035,1.222857143,,Fraction,,,
World,PSNG_Road_ICE,Biofuel,2,2035,1.712,,Fraction,,,
World,PSNG_Road_PHEV,Power,1,2035,0.126972222,,Fraction,,,
World,PSNG_Road_PHEV,Oil,1,2035,0.507888889,,Fraction,,,
World,PSNG_Road_PHEV,Power,2,2035,0.152366667,,Fraction,,,
World,PSNG_Road_PHEV,Biofuel,2,2035,0.609466667,,Fraction,,,
World,RES_PV_Rooftop_Commercial,Area_Rooftop_Commercial,1,2035,0.165826357,,Fraction,,,
World,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,1,2035,0.165826357,,Fraction,,,
World,X_Electrolysis,Power,1,2035,1.274063819,,Fraction,,,
World,X_Fuel_Cell,H2,1,2035,1.98019802,,Fraction,,,
World,X_Fuel_Cell,H2,2,2035,2.53164557,,Fraction,,,
World,X_Methanation,H2,1,2035,1.456400742,,Fraction,,,
World,X_Methanation,Biomass,2,2035,1.871101871,,Fraction,,,
World,CHP_Biomass_CCS,Biomass,1,2035,2.985074627,,Fraction,,,
World,P_Biomass_CCS,Biomass,1,2035,2.702702703,,Fraction,,,
World,CHP_Biomass_CCS,CCS,1,2035,0.229850746,,Fraction,,,
World,P_Biomass_CCS,CCS,1,2035,0.208108108,,Fraction,,,
World,CHP_Gas,Gas_Bio,2,2035,1.62601626,,Fraction,,,
World,HHT_Gas,Gas_Bio,2,2035,1.111111111,,Fraction,,,
World,HLT_Gas,Gas_Bio,2,2035,1.111111111,,Fraction,,,
World,P_Gas,Gas_Bio,2,2035,1.612903226,,Fraction,,,
World,CHP_Gas,Gas_Synth,3,2035,1.62601626,,Fraction,,,
World,HHT_Gas,Gas_Synth,3,2035,1.111111111,,Fraction,,,
World,HLT_Gas,Gas_Synth,3,2035,1.111111111,,Fraction,,,
World,P_Gas,Gas_Synth,3,2035,1.612903226,,Fraction,,,
World,HLR_Gas_Boiler,Gas_Natural,1,2035,1.111111111,,Fraction,,,
World,HLR_Gas_Boiler,Gas_Bio,2,2035,1.111111111,,Fraction,,,
World,HLR_Gas_Boiler,Gas_Synth,3,2035,1.111111111,,Fraction,,,
World,HLR_Gas_CHP,Gas_Natural,1,2035,1.219512195,,Fraction,,,
World,HLR_Gas_CHP,Gas_Bio,2,2035,1.219512195,,Fraction,,,
World,HLR_Gas_CHP,Gas_Synth,3,2035,1.219512195,,Fraction,,,
World,HLR_Biomass,Biomass,1,2035,1.176470588,,Fraction,,,
World,HLR_Biomass_CHP,Biomass,1,2035,1.258012821,,Fraction,,,
World,HLR_Hardcoal,Hardcoal,1,2035,1.333333333,,Fraction,,,
World,HLR_Lignite,Lignite,1,2035,1.333333333,,Fraction,,,
World,HLR_Hardcoal_CHP,Hardcoal,1,2035,1.666666667,,Fraction,,,
World,HLR_Lignite_CHP,Lignite,1,2035,1.666666667,,Fraction,,,
World,HLR_Direct_Electric,Power,1,2035,1.015228426,,Fraction,,,
World,HLR_Solar_Thermal,Area_Rooftop_Residential,1,2035,0.165826357,,Fraction,,,
World,HLR_Heatpump_Aerial,Power,1,2035,0.335185185,,Fraction,,,
World,HLR_Heatpump_Ground,Power,1,2035,0.250992063,,Fraction,,,
World,HLR_Oil_Boiler,Oil,1,2035,1.176470588,,Fraction,,,
World,HLI_Gas_Boiler,Gas_Natural,1,2035,1.111111111,,Fraction,,,
World,HLI_Gas_Boiler,Gas_Bio,2,2035,1.111111111,,Fraction,,,
World,HLI_Gas_Boiler,Gas_Synth,3,2035,1.111111111,,Fraction,,,
World,HLI_Gas_CHP,Gas_Natural,1,2035,1.219512195,,Fraction,,,
World,HLI_Gas_CHP,Gas_Bio,2,2035,1.219512195,,Fraction,,,
World,HLI_Gas_CHP,Gas_Synth,3,2035,1.219512195,,Fraction,,,
World,HLI_Biomass,Biomass,1,2035,1.176470588,,Fraction,,,
World,HLI_Biomass_CHP,Biomass,1,2035,1.258012821,,Fraction,,,
World,HLI_Hardcoal,Hardcoal,1,2035,1.333333333,,Fraction,,,
World,HLI_Lignite,Lignite,1,2035,1.333333333,,Fraction,,,
World,HLI_Hardcoal_CHP,Hardcoal,1,2035,1.666666667,,Fraction,,,
World,HLI_Lignite_CHP,Lignite,1,2035,1.666666667,,Fraction,,,
World,HLI_Direct_Electric,Power,1,2035,1.01010101,,Fraction,,,
World,HLI_Solar_Thermal,Area_Rooftop_Commercial,1,2035,0.165826357,,Fraction,,,
World,HLI_Fuelcell,H2,1,2035,1.98019802,,Fraction,,,
World,HLI_Fuelcell,H2,2,2035,2.53164557,,Fraction,,,
World,HLI_Oil_Boiler,Oil,1,2035,1.176470588,,Fraction,,,
World,HLI_Oil_CHP,Oil,1,2035,1.351351351,,Fraction,,,
World,HMI_Gas,Gas_Natural,1,2035,1.098901099,,Fraction,,,
World,HMI_Gas,Gas_Bio,2,2035,1.098901099,,Fraction,,,
World,HMI_Gas,Gas_Synth,3,2035,1.098901099,,Fraction,,,
World,HMI_H2,H2,1,2035,1.098901099,,Fraction,,,
World,HMI_Biomass,Biomass,1,2035,1.357466063,,Fraction,,,
World,HMI_HardCoal,Hardcoal,1,2035,1.416361416,,Fraction,,,
World,HMI_Steam_Electric,Power,1,2035,1.030927835,,Fraction,,,
World,HMI_Oil,Oil,1,2035,1.677270098,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,1,2035,2.14491391,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,2,2035,1.518523122,,Fraction,,,
World,HHI_BF_BOF,Gas_Natural,2,2035,0.37963078,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,3,2035,1.518523122,,Fraction,,,
World,HHI_BF_BOF,Gas_Synth,3,2035,0.37963078,,Fraction,,,
World,HHI_BF_BOF,Hardcoal,4,2035,1.518523122,,Fraction,,,
World,HHI_BF_BOF,Gas_Bio,4,2035,0.37963078,,Fraction,,,
World,HHI_DRI_EAF,Power,1,2035,0.425520002,,Fraction,,,
World,HHI_DRI_EAF,Gas_Natural,1,2035,2.233980012,,Fraction,,,
World,HHI_DRI_EAF,Power,2,2035,0.425520002,,Fraction,,,
World,HHI_DRI_EAF,Gas_Synth,2,2035,2.233980012,,Fraction,,,
World,HHI_DRI_EAF,Power,3,2035,0.425520002,,Fraction,,,
World,HHI_DRI_EAF,Gas_Bio,3,2035,2.233980012,,Fraction,,,
World,HHI_Scrap_EAF,Power,1,2035,1.436130008,,Fraction,,,
World,HHI_H2DRI_EAF,Power,1,2035,0.970017637,,Fraction,,,
World,HHI_H2DRI_EAF,H2,1,2035,1.969429747,,Fraction,,,
World,HHI_Molten_Electrolysis,Power,1,2035,1.25,,Fraction,,,
World,HHI_Bio_BF_BOF,Biomass,1,2035,1.939004368,,Fraction,,,
World,HHI_Bio_BF_BOF,Gas_Natural,1,2035,0.484751092,,Fraction,,,
World,HHI_Bio_BF_BOF,Biomass,2,2035,1.939004368,,Fraction,,,
World,HHI_Bio_BF_BOF,Gas_Synth,2,2035,0.484751092,,Fraction,,,
World,HHI_Bio_BF_BOF,Biomass,3,2035,1.939004368,,Fraction,,,
World,HHI_Bio_BF_BOF,Gas_Bio,3,2035,0.484751092,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,1,2035,2.14491391,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,1,2035,0.024349063,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,2,2035,1.518523122,,Fraction,,,
World,HHI_BF_BOF_CCS,Gas_Natural,2,2035,0.37963078,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,2,2035,0.019793949,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,3,2035,1.518523122,,Fraction,,,
World,HHI_BF_BOF_CCS,Gas_Synth,3,2035,0.37963078,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,3,2035,0.017238274,,Fraction,,,
World,HHI_BF_BOF_CCS,Hardcoal,4,2035,1.518523122,,Fraction,,,
World,HHI_BF_BOF_CCS,Gas_Bio,4,2035,0.37963078,,Fraction,,,
World,HHI_BF_BOF_CCS,CCS,4,2035,0.017238274,,Fraction,,,
World,HHI_DRI_EAF_CCS,Power,1,2035,0.425520002,,Fraction,,,
World,HHI_DRI_EAF_CCS,Gas_Natural,1,2035,2.233980012,,Fraction,,,
World,HHI_DRI_EAF_CCS,CCS,1,2035,0.015039153,,Fraction,,,
World,HLI_Biomass_CHP_CCS,Biomass,1,2035,1.258012821,,Fraction,,,
World,HLI_Biomass_CHP_CCS,CCS,1,2035,0.096866987,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,Hardcoal,1,2035,1.666666667,,Fraction,,,
World,HLI_Hardcoal_CHP_CCS,CCS,1,2035,0.01892,,Fraction,,,
World,HLI_Lignite_CHP_CCS,Lignite,1,2035,1.666666667,,Fraction,,,
World,HLI_Lignite_CHP_CCS,CCS,1,2035,0.0202,,Fraction,,,
World,HLR_Biomass_CHP_CCS,Biomass,1,2035,1.258012821,,Fraction,,,
World,HLR_Biomass_CHP_CCS,CCS,1,2035,0.096866987,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,Hardcoal,1,2035,1.666666667,,Fraction,,,
World,HLR_Hardcoal_CHP_CCS,CCS,1,2035,0.01892,,Fraction,,,
World,HLR_Lignite_CHP_CCS,Lignite,1,2035,1.666666667,,Fraction,,,
World,HLR_Lignite_CHP_CCS,CCS,1,2035,0.0202,,Fraction,,,
World,HMI_Gas_CCS,Gas_Natural,1,2035,1.098901099,,Fraction,,,
World,HMI_Gas_CCS,CCS,1,2035,0.007397802,,Fraction,,,
World,HMI_HardCoal_CCS,Hardcoal,1,2035,1.416361416,,Fraction,,,
World,HMI_HardCoal_CCS,CCS,1,2035,0.016078535,,Fraction,,,
World,P_Coal_Hardcoal_CCS,Hardcoal,1,2035,2.383753501,,Fraction,,,
World,P_Coal_Hardcoal_CCS,CCS,1,2035,0.02706037,,Fraction,,,
World,P_Coal_Lignite_CCS,Lignite,1,2035,2.127659574,,Fraction,,,
World,P_Coal_Lignite_CCS,CCS,1,2035,0.025787234,,Fraction,,,
World,P_Gas_CCS,Gas_Natural,1,2035,1.612903226,,Fraction,,,
World,P_Gas_CCS,CCS,1,2035,0.018309677,,Fraction,,,
World,X_SMR,Gas_Natural,1,2035,1.435185185,,Fraction,,,
World,X_SMR,Heat_Medium_Industrial,1,2035,0.286758631,,Fraction,,,
World,X_ATR_CCS,Gas_Natural,1,2035,1.2,,Fraction,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 GHR + ATR + CO2 capture large size centralized,01.02.2024,Stian Backe <stian.backe@sintef.no>
World,X_ATR_CCS,Power,1,2035,0.05,,Fraction,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 22 GHR + ATR + CO2 capture large size centralized,01.02.2024,Stian Backe <stian.backe@sintef.no>
World,HLR_H2_Boiler,H2,1,2035,1.101055807,,Fraction,,,
World,HLI_H2_Boiler,H2,1,2035,1.101055807,,Fraction,,,
World,X_Biofuel,Biomass,1,2035,1.335978836,,Fraction,,,
DE,FRT_Rail_Conv,Oil,1,2035,0.743854534,,Fraction,,,
DE,FRT_Rail_Conv,Biofuel,2,2035,0.892625441,,Fraction,,,
DE,FRT_Rail_Conv,Powerfuel,3,2035,0.743854534,,Fraction,,,
DE,FRT_Rail_Electric,Power,1,2035,0.398515421,,Fraction,,,
DE,FRT_Road_OH,Power,1,2035,0.427434424,,Fraction,,,
DE,FRT_Road_BEV,Power,1,2035,2.83796689,,Fraction,,,
DE,FRT_Road_H2,H2,1,2035,2.821543367,,Fraction,,,
DE,FRT_Road_ICE,Oil,1,2035,3.009571079,,Fraction,,,
DE,FRT_Road_ICE,Biofuel,2,2035,3.60759958,,Fraction,,,
DE,FRT_Road_ICE,Powerfuel,3,2035,3.009571079,,Fraction,,,
DE,FRT_Road_PHEV,Power,1,2035,0.564132604,,Fraction,,,
DE,FRT_Road_PHEV,Oil,1,2035,2.375143366,,Fraction,,,
DE,FRT_Road_PHEV,Power,2,2035,0.676959125,,Fraction,,,
DE,FRT_Road_PHEV,Biofuel,2,2035,3.761289143,,Fraction,,,
DE,FRT_Road_PHEV,Power,3,2035,0.564132604,,Fraction,,,
DE,FRT_Road_PHEV,Powerfuel,3,2035,2.375143366,,Fraction,,,
DE,FRT_Ship_Bio,Biofuel,1,2035,0.573683151,,Fraction,,,
DE,FRT_Ship_Conv,Oil,1,2035,0.478069293,,Fraction,,,
DE,FRT_Ship_Conv,Powerfuel,2,2035,0.478069293,,Fraction,,,
DE,P_Coal_Hardcoal,Hardcoal,1,2035,2.058276644,,Fraction,,,
DE,P_Coal_Lignite,Lignite,1,2035,2.101577652,,Fraction,,,
DE,P_Gas,Gas_Natural,1,2035,1.598727233,,Fraction,,,
DE,P_Nuclear,Nuclear,1,2035,2.465306122,,Fraction,,,
DE,P_Oil,Oil,1,2035,2.593841747,,Fraction,,,
DE,P_Biomass,Biomass,1,2035,2.520318371,,Fraction,,,
DE,PSNG_Air_Bio,Biofuel,1,2035,1.712146848,,Fraction,,,
DE,PSNG_Air_Conv,Oil,1,2035,1.147907422,,Fraction,,,
DE,PSNG_Air_Conv,Powerfuel,2,2035,1.147907422,,Fraction,,,
DE,PSNG_Air_H2,H2,1,2035,1.195728252,,Fraction,,,
DE,PSNG_Rail_Conv,Oil,1,2035,0.604877452,,Fraction,,,
DE,PSNG_Rail_Conv,Biofuel,2,2035,0.725852943,,Fraction,,,
DE,PSNG_Rail_Conv,Powerfuel,3,2035,0.604877452,,Fraction,,,
DE,PSNG_Rail_Electric,Power,1,2035,0.318686224,,Fraction,,,
DE,PSNG_Road_BEV,Power,1,2035,0.295092262,,Fraction,,,
DE,PSNG_Road_H2,H2,1,2035,0.343510204,,Fraction,,,
DE,PSNG_Road_ICE,Oil,1,2035,1.218527347,,Fraction,,,
DE,PSNG_Road_ICE,Biofuel,2,2035,1.698166857,,Fraction,,,
DE,PSNG_Road_ICE,Powerfuel,3,2035,1.218527347,,Fraction,,,
DE,PSNG_Road_PHEV,Power,1,2035,0.119263194,,Fraction,,,
DE,PSNG_Road_PHEV,Oil,1,2035,0.498021333,,Fraction,,,
DE,PSNG_Road_PHEV,Power,2,2035,0.143115833,,Fraction,,,
DE,PSNG_Road_PHEV,Biofuel,2,2035,0.5976256,,Fraction,,,
DE,PSNG_Road_PHEV,Power,3,2035,0.119263194,,Fraction,,,
DE,PSNG_Road_PHEV,Powerfuel,3,2035,0.498021333,,Fraction,,,
DE,RES_PV_Rooftop_Commercial,Area_Rooftop_Commercial,4,2035,3.930612245,,Fraction,,,
DE,RES_PV_Rooftop_Residential,Area_Rooftop_Residential,4,2035,3.930612245,,Fraction,,,
DE,X_Electrolysis,Power,1,2035,1.236030472,,Fraction,,,
DE,X_Fuel_Cell,H2,1,2035,1.84417054,,Fraction,,,
DE,X_Fuel_Cell,H2,2,2035,2.319090674,,Fraction,,,
DE,X_Methanation,H2,1,2035,1.393063496,,Fraction,,,
DE,X_Methanation,Biomass,2,2035,1.800584101,,Fraction,,,
DE,CHP_Biomass_CCS,Biomass,1,2035,2.824378109,,Fraction,,,
DE,P_Biomass_CCS,Biomass,1,2035,2.564864865,,Fraction,,,
DE,CHP_Gas,Gas_Bio,2,2035,1.611536973,,Fraction,,,
DE,HHT_Gas,Gas_Bio,2,2035,1.108541194,,Fraction,,,
DE,HLT_Gas,Gas_Bio,2,2035,1.108541194,,Fraction,,,
DE,P_Gas,Gas_Bio,2,2035,1.598727233,,Fraction,,,
DE,CHP_Gas,Gas_Synth,3,2035,1.611536973,,Fraction,,,
DE,HHT_Gas,Gas_Synth,3,2035,1.108541194,,Fraction,,,
DE,HLT_Gas,Gas_Synth,3,2035,1.108541194,,Fraction,,,
DE,P_Gas,Gas_Synth,3,2035,1.598727233,,Fraction,,,
DE,HLR_Gas_Boiler,Gas_Natural,1,2035,1.108541194,,Fraction,,,
DE,HLR_Gas_Boiler,Gas_Bio,2,2035,1.108541194,,Fraction,,,
DE,HLR_Gas_Boiler,Gas_Synth,3,2035,1.108541194,,Fraction,,,
DE,HLR_Gas_CHP,Gas_Natural,1,2035,1.214435042,,Fraction,,,
DE,HLR_Gas_CHP,Gas_Bio,2,2035,1.214435042,,Fraction,,,
DE,HLR_Gas_CHP,Gas_Synth,3,2035,1.214435042,,Fraction,,,
DE,HLR_Biomass,Biomass,1,2035,1.229761905,,Fraction,,,
DE,HLR_Biomass_CHP,Biomass,1,2035,1.494871795,,Fraction,,,
DE,HLR_Hardcoal,Hardcoal,1,2035,1.325623583,,Fraction,,,
DE,HLR_Lignite,Lignite,1,2035,1.325623583,,Fraction,,,
DE,HLR_Hardcoal_CHP,Hardcoal,1,2035,1.651247166,,Fraction,,,
DE,HLR_Lignite_CHP,Lignite,1,2035,1.651247166,,Fraction,,,
DE,HLR_Direct_Electric,Power,1,2035,1.013995649,,Fraction,,,
DE,HLR_Solar_Thermal,Area_Rooftop_Residential,1,2035,0.152402319,,Fraction,,,
DE,HLR_Heatpump_Aerial,Power,1,2035,0.308051146,,Fraction,,,
DE,HLR_Heatpump_Ground,Power,1,2035,0.230673658,,Fraction,,,
DE,HLR_Oil_Boiler,Oil,1,2035,1.172388956,,Fraction,,,
DE,HLI_Gas_Boiler,Gas_Natural,1,2035,1.108541194,,Fraction,,,
DE,HLI_Gas_Boiler,Gas_Bio,2,2035,1.108541194,,Fraction,,,
DE,HLI_Gas_Boiler,Gas_Synth,3,2035,1.108541194,,Fraction,,,
DE,HLI_Gas_CHP,Gas_Natural,1,2035,1.214435042,,Fraction,,,
DE,HLI_Gas_CHP,Gas_Bio,2,2035,1.214435042,,Fraction,,,
DE,HLI_Gas_CHP,Gas_Synth,3,2035,1.214435042,,Fraction,,,
DE,HLI_Biomass,Biomass,1,2035,1.229761905,,Fraction,,,
DE,HLI_Biomass_CHP,Biomass,1,2035,1.494871795,,Fraction,,,
DE,HLI_Hardcoal,Hardcoal,1,2035,1.325623583,,Fraction,,,
DE,HLI_Lignite,Lignite,1,2035,1.325623583,,Fraction,,,
DE,HLI_Hardcoal_CHP,Hardcoal,1,2035,1.651247166,,Fraction,,,
DE,HLI_Lignite_CHP,Lignite,1,2035,1.651247166,,Fraction,,,
DE,HLI_Direct_Electric,Power,1,2035,1.009283309,,Fraction,,,
DE,HLI_Solar_Thermal,Area_Rooftop_Commercial,1,2035,0.152402319,,Fraction,,,
DE,HLI_Fuelcell,H2,1,2035,1.84417054,,Fraction,,,
DE,HLI_Fuelcell,H2,2,2035,2.319090674,,Fraction,,,
DE,HLI_Oil_Boiler,Oil,1,2035,1.172388956,,Fraction,,,
DE,HLI_Oil_CHP,Oil,1,2035,1.343224858,,Fraction,,,
DE,HMI_Gas,Gas_Natural,1,2035,1.09661359,,Fraction,,,
DE,HMI_Gas,Gas_Bio,2,2035,1.09661359,,Fraction,,,
DE,HMI_Gas,Gas_Synth,3,2035,1.09661359,,Fraction,,,
DE,HMI_H2,H2,1,2035,1.085176048,,Fraction,,,
DE,HMI_Biomass,Biomass,1,2035,1.328528334,,Fraction,,,
DE,HMI_HardCoal,Hardcoal,1,2035,1.406731288,,Fraction,,,
DE,HMI_Steam_Electric,Power,1,2035,1.028424153,,Fraction,,,
DE,HMI_Oil,Oil,1,2035,1.661605348,,Fraction,,,
DE,HHI_BF_BOF,Hardcoal,1,2035,2.118432908,,Fraction,,,
DE,HHI_BF_BOF,Hardcoal,2,2035,1.50653007,,Fraction,,,
DE,HHI_BF_BOF,Gas_Natural,2,2035,0.370850205,,Fraction,,,
DE,HHI_BF_BOF,Hardcoal,3,2035,1.50653007,,Fraction,,,
DE,HHI_BF_BOF,Gas_Synth,3,2035,0.370850205,,Fraction,,,
DE,HHI_BF_BOF,Hardcoal,4,2035,1.50653007,,Fraction,,,
DE,HHI_BF_BOF,Gas_Bio,4,2035,0.370850205,,Fraction,,,
DE,HHI_DRI_EAF,Power,1,2035,0.391073145,,Fraction,,,
DE,HHI_DRI_EAF,Gas_Natural,1,2035,2.205438977,,Fraction,,,
DE,HHI_DRI_EAF,Power,2,2035,0.391073145,,Fraction,,,
DE,HHI_DRI_EAF,Gas_Synth,2,2035,2.205438977,,Fraction,,,
DE,HHI_DRI_EAF,Power,3,2035,0.391073145,,Fraction,,,
DE,HHI_DRI_EAF,Gas_Bio,3,2035,2.205438977,,Fraction,,,
DE,HHI_Scrap_EAF,Power,1,2035,1.400824245,,Fraction,,,
DE,HHI_H2DRI_EAF,Power,1,2035,0.891492399,,Fraction,,,
DE,HHI_H2DRI_EAF,H2,1,2035,1.834896639,,Fraction,,,
DE,HHI_Molten_Electrolysis,Power,1,2035,1.229761905,,Fraction,,,
DE,HHI_Bio_BF_BOF,Biomass,1,2035,1.862989728,,Fraction,,,
DE,HHI_Bio_BF_BOF,Gas_Natural,1,2035,0.473539162,,Fraction,,,
DE,HHI_Bio_BF_BOF,Biomass,2,2035,1.862989728,,Fraction,,,
DE,HHI_Bio_BF_BOF,Gas_Synth,2,2035,0.473539162,,Fraction,,,
DE,HHI_Bio_BF_BOF,Biomass,3,2035,1.862989728,,Fraction,,,
DE,HHI_Bio_BF_BOF,Gas_Bio,3,2035,0.473539162,,Fraction,,,
DE,HHI_BF_BOF_CCS,Hardcoal,1,2035,2.118432908,,Fraction,,,
