Region,Technology,Year,Value,,Unit,Source,Updated at,Updated by,
World,HMHI_Gas_CCS,2045,3.08,,MEUR/GW,Assumption: same increase for CCS like CHP_Gas_CCGT_Natural,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Gas_CCS,2050,2.992,,MEUR/GW,Assumption: same increase for CCS like CHP_Gas_CCGT_Natural,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Gas_CCS,2055,2.992,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_Gas_CCS,2060,2.992,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_H2,2018,2,,MEUR/GW,,,,
World,HMHI_H2,2020,2,,MEUR/GW,,,,
World,HMHI_H2,2021,2,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2025,1.95,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2030,1.9,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2035,1.85,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2040,1.8,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2045,1.75,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2050,1.7,,MEUR/GW,equal to HMHI_Gas - Ricardo-AEA (2012),30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_H2,2055,1.7,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_H2,2060,1.7,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_HardCoal,2018,33.7,,MEUR/GW,,,,
World,HMHI_HardCoal,2020,33.7,,MEUR/GW,,,,
World,HMHI_HardCoal,2021,33.7,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2025,33.15,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2030,32.6,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2035,32.1,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2040,31.6,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2045,31.1,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2050,30.6,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Coal,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal,2055,30.6,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_HardCoal,2060,30.6,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2018,54.931,,MEUR/GW,,,,
World,HMHI_HardCoal_CCS,2020,54.931,,MEUR/GW,,,,
World,HMHI_HardCoal_CCS,2021,54.931,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2025,54.0345,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2030,53.138,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2035,52.323,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2040,51.508,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2045,50.693,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2050,49.878,,MEUR/GW,Assumption: same increase for CCS like CHP_Hardcoal,04.09.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2055,49.878,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_HardCoal_CCS,2060,49.878,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_Oil,2018,1.8,,MEUR/GW,,,,
World,HMHI_Oil,2020,1.8,,MEUR/GW,,,,
World,HMHI_Oil,2021,1.8,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2025,1.75,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2030,1.7,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2035,1.65,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2040,1.6,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2045,1.55,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2050,1.5,,MEUR/GW,Energy Agency Denmark (2022): Steam boiler Oil,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Oil,2055,1.5,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_Oil,2060,1.5,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2018,1.10745,,MEUR/GW,,,,
World,HMHI_Steam_Electric,2020,1.10745,,MEUR/GW,,,,
World,HMHI_Steam_Electric,2021,1.10745,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2025,1.081575,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2030,1.0557,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2035,0.528274568,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2040,0.000849136,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2045,0.476524568,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2050,0.9522,,MEUR/GW,Energy Agency Denmark (2022): Electric boiler steam 10kV,30.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2055,0.9522,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMHI_Steam_Electric,2060,0.9522,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMLI_Heatpump,2018,1.313333333,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2020,1.313333333,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2021,1.313333333,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2025,1.28,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2030,1.246666667,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2035,1.223333333,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2040,1.2,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2045,1.173333333,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2050,1.146666667,,MEUR/GW,DEA – Technology data for industrial process heat - heat pump up to 125 to 150 C - see Assumption.txt ,13.12.2023,Frida Sather <frida.sather@sintef.no>,
World,HMLI_Heatpump,2055,1.146666667,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,HMLI_Heatpump,2060,1.146666667,,MEUR/GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2018,19.75901452,,MEUR/Gpkm/year,,,,
World,PSNG_Air_Bio,2020,19.75901452,,MEUR/Gpkm/year,,,,
World,PSNG_Air_Bio,2021,19.75901452,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2025,19.75901452,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2030,18.95993672,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2035,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2040,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2045,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2050,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2055,18.16085893,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Air_Bio,2060,18.16085893,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2018,19.75901452,,MEUR/Gpkm/year,,,,
World,PSNG_Air_Conv,2020,19.75901452,,MEUR/Gpkm/year,,,,
World,PSNG_Air_Conv,2021,19.75901452,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2025,19.75901452,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2030,18.95993672,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2035,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2040,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2045,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2050,18.16085893,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2055,18.16085893,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Air_Conv,2060,18.16085893,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Air_H2,2018,23.24589943,,MEUR/Gpkm/year,,,,
World,PSNG_Air_H2,2020,23.24589943,,MEUR/Gpkm/year,,,,
World,PSNG_Air_H2,2021,23.24589943,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2025,23.24589943,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2030,23.24589943,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2035,23.24589943,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2040,22.51946508,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2045,21.79303072,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2050,21.57510041,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Air_H2,2055,21.57510041,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Air_H2,2060,21.57510041,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2018,6.041493059,,MEUR/Gpkm/year,,,,
World,PSNG_Rail_Conv,2020,6.041493059,,MEUR/Gpkm/year,,,,
World,PSNG_Rail_Conv,2021,6.041493059,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2025,6.041493059,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2030,5.858417512,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2035,5.675341965,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2040,5.675341965,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2045,5.675341965,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2050,5.675341965,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2055,5.675341965,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Rail_Conv,2060,5.675341965,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2018,8.177374444,,MEUR/Gpkm/year,,,,
World,PSNG_Rail_Electric,2020,8.177374444,,MEUR/Gpkm/year,,,,
World,PSNG_Rail_Electric,2021,8.177374444,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2025,8.177374444,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2030,7.963786305,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2035,7.750198167,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2040,7.750198167,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2045,7.750198167,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2050,7.750198167,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2055,7.750198167,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Rail_Electric,2060,7.750198167,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2018,66.12037037,,MEUR/Gpkm/year,,,,
World,PSNG_Road_BEV,2020,66.12037037,,MEUR/Gpkm/year,,,,
World,PSNG_Road_BEV,2021,66.12037037,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2025,66.12037037,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2030,58.27430556,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2035,50.42824074,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2040,49.42013889,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2045,48.41203704,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2050,48.0625,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2055,48.0625,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_BEV,2060,48.0625,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_H2,2018,125.1342593,,MEUR/Gpkm/year,,,,
World,PSNG_Road_H2,2020,125.1342593,,MEUR/Gpkm/year,,,,
World,PSNG_Road_H2,2021,125.1342593,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2025,125.1342593,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2030,104.8032407,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2035,84.47222222,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2040,77.46064815,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2045,70.44907407,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2050,68.73263889,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_H2,2055,68.73263889,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_H2,2060,68.73263889,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2018,50.82638889,,MEUR/Gpkm/year,,,,
World,PSNG_Road_ICE,2020,50.82638889,,MEUR/Gpkm/year,,,,
World,PSNG_Road_ICE,2021,50.82638889,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2025,50.82638889,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2030,48.65046296,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2035,46.47453704,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2040,46.47453704,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2045,46.47453704,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2050,46.47453704,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2055,46.47453704,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_ICE,2060,46.47453704,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2018,54.33101852,,MEUR/Gpkm/year,,,,
World,PSNG_Road_LNG,2020,54.33101852,,MEUR/Gpkm/year,,,,
World,PSNG_Road_LNG,2021,54.33101852,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2025,54.33101852,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2030,52.15509259,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2035,49.97916667,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2040,49.97916667,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2045,49.97916667,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2050,49.97916667,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2055,49.97916667,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_LNG,2060,49.97916667,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2018,68.82638889,,MEUR/Gpkm/year,,,,
World,PSNG_Road_PHEV,2020,68.82638889,,MEUR/Gpkm/year,,,,
World,PSNG_Road_PHEV,2021,68.82638889,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2025,68.82638889,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2030,63.96064815,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2035,59.09490741,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2040,57.94444444,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2045,56.79398148,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2050,56.45833333,,MEUR/Gpkm/year,5% of CAPEX,26.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2055,56.45833333,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,PSNG_Road_PHEV,2060,56.45833333,,MEUR/Gpkm/year,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>,
World,P_Biomass,2018,47.2,,MEUR/GW,Biomass - New Fluidised Bed Boiler- Table 1.7- High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options- Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Biomass,2020,47.2,,MEUR/GW,Biomass - New Fluidised Bed Boiler- Table 1.7- High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options- Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>,
World,P_Biomass,2021,47.5,,MEUR/GW,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
World,P_Biomass,2025,43.8,,MEUR/GW,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>,
