"RegionalBaseYearProduction{r in REGION, t in TECHNOLOGY, f in FUEL}", , , 
Describes how much of a fuel has to be produced by specific technologies in the base year per region., , , 
Unit: PJ, , , 
 , , , 
Region,Technology,Fuel,2018
TR,P_Oil,Power,"1,184"
TR,P_Gas_CCGT,Power,"332,939"
UK,HLR_Biomass,Heat_Low_Residential,"17,008"
UK,HLR_Hardcoal,Heat_Low_Residential,"35,349"
UK,HLR_Oil_Boiler,Heat_Low_Residential,"139,693"
UK,HLI_Biomass,Heat_Low_Industrial,"0,871"
UK,HLI_Hardcoal,Heat_Low_Industrial,"0,411"
UK,HLI_Direct_Electric,Heat_Low_Industrial,"0,008"
UK,HLI_Oil_Boiler,Heat_Low_Industrial,"1,991"
UK,*HLI_Gas_Boiler,Heat_Low_Industrial,"3,729"
UK,*HLI_Convert_DH,Heat_Low_Industrial,"18,998"
UK,HMI_Biomass,Heat_Medium_Industrial,"9,324"
UK,HMI_HardCoal,Heat_Medium_Industrial,"12,952"
UK,HMI_Steam_Electric,Heat_Medium_Industrial,"2,474"
UK,HMI_Oil,Heat_Medium_Industrial,"88,772"
UK,*HHI_BF_BOF,Heat_High_Industrial,"74,942"
UK,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,0"
UK,HHI_Scrap_EAF,Heat_High_Industrial,"3,728"
UK,HHI_DRI_EAF,Heat_High_Industrial,"69,821"
UK,P_Gas_CCGT,Power,"378,688"
UK,P_Gas_Engines,Power,"3,541"
UK,P_Gas_OCGT,Power,"11,715"
UK,P_Biomass,Power,"105,007"
UK,P_Coal_Hardcoal,Power,"53,071"
UK,P_Oil,Power,"2,933"
UK,P_Nuclear,Power,"234,23"
UK,HLR_Heatpump_Aerial,Heat_Low_Residential,"3,163"
UK,HLR_Heatpump_Ground,Heat_Low_Residential,"0,166"
UK,HLR_Direct_Electric,Heat_Low_Residential,"100,793"
UK,CHP_Coal_Hardcoal,Power,"1,749"
UK,CHP_Oil,Power,"8,983"
UK,CHP_Gas_CCGT_Natural,Power,"58,68"
UK,CHP_Biomass_Solid,Power,"7,844"
UK,CHP_Coal_Hardcoal,Heat_District,"2,961"
UK,CHP_Oil,Heat_District,"15,211"
UK,CHP_Gas_CCGT_Natural,Heat_District,"99,367"
UK,CHP_Biomass_Solid,Heat_District,"13,283"
NO1,HLR_Biomass,Heat_Low_Residential,"12,67308"
NO1,HLR_Hardcoal,Heat_Low_Residential,"0,0"
NO1,HLR_Oil_Boiler,Heat_Low_Residential,"1,13085"
NO1,HLI_Biomass,Heat_Low_Industrial,"0,8081794982616173"
NO1,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
NO1,HLI_Direct_Electric,Heat_Low_Industrial,"1,464357058569743"
NO1,HLI_Oil_Boiler,Heat_Low_Industrial,"0,7321785297279407"
NO1,HLI_Gas_Boiler,Heat_Low_Industrial,"0,629"
NO1,*HLI_Convert_DH,Heat_Low_Industrial,"0,03015"
NO1,HMI_Biomass,Heat_Medium_Industrial,"0,4812147208426433"
NO1,HMI_HardCoal,Heat_Medium_Industrial,"0,07316433047644247"
NO1,HMI_Steam_Electric,Heat_Medium_Industrial,"0,01070436317154038"
NO1,HMI_Oil,Heat_Medium_Industrial,"0,5060488366542469"
NO1,*HHI_BF_BOF,Heat_High_Industrial,"0,8883"
NO1,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,07175000000000001"
NO1,HHI_Scrap_EAF,Heat_High_Industrial,"0,1963715620123974"
NO1,HHI_DRI_EAF,Heat_High_Industrial,"0,2297692027752716"
NO1,CHP_Gas_CCGT_Natural,Power,"0,41875"
NO1,P_Gas_OCGT,Power,"0,16975"
NO1,CHP_Biomass_Solid,Power,"0,0428"
NO1,HLR_Heatpump_Aerial,Heat_Low_Residential,"6,45414"
NO1,HLR_Heatpump_Ground,Heat_Low_Residential,"0,33978"
NO1,HLR_Direct_Electric,Heat_Low_Residential,"61,14528"
