Region,Fuel,Year,ModalType,Value,,Unit,Source,Updated at,Updated by
Rohan,Mobility_Passenger,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2018,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2018,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2018,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2018,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2018,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2020,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2025,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2030,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2035,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2040,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2045,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2050,MT_FRT_ROAD_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2018,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2018,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2018,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2018,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2018,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2020,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2020,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2020,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2020,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2020,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2025,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2025,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2025,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2025,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2025,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2030,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2030,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2030,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2030,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2030,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2035,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2035,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2035,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2035,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2035,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2040,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2040,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2040,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2040,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2040,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2045,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2045,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2045,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2045,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2045,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2018,MT_FRT_RAIL_RE,0.3045,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2018,MT_FRT_RAIL_RE,0.168,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2018,MT_FRT_RAIL_RE,0.119,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2018,MT_FRT_RAIL_RE,0.105,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2018,MT_FRT_RAIL_RE,0.112,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2020,MT_FRT_RAIL_RE,0.287,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2020,MT_FRT_RAIL_RE,0.161,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2020,MT_FRT_RAIL_RE,0.112,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2020,MT_FRT_RAIL_RE,0.1015,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2020,MT_FRT_RAIL_RE,0.1085,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2025,MT_FRT_RAIL_RE,0.2765,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2025,MT_FRT_RAIL_RE,0.154,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2025,MT_FRT_RAIL_RE,0.105,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2025,MT_FRT_RAIL_RE,0.098,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2025,MT_FRT_RAIL_RE,0.105,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2030,MT_FRT_RAIL_RE,0.2695,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2030,MT_FRT_RAIL_RE,0.147,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2030,MT_FRT_RAIL_RE,0.098,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2030,MT_FRT_RAIL_RE,0.0945,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2030,MT_FRT_RAIL_RE,0.098,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2035,MT_FRT_RAIL_RE,0.2625,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2035,MT_FRT_RAIL_RE,0.14,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2035,MT_FRT_RAIL_RE,0.091,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2035,MT_FRT_RAIL_RE,0.091,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2035,MT_FRT_RAIL_RE,0.091,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2040,MT_FRT_RAIL_RE,0.252,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2040,MT_FRT_RAIL_RE,0.133,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2040,MT_FRT_RAIL_RE,0.084,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2040,MT_FRT_RAIL_RE,0.084,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2040,MT_FRT_RAIL_RE,0.084,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2045,MT_FRT_RAIL_RE,0.2415,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2045,MT_FRT_RAIL_RE,0.1295,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2045,MT_FRT_RAIL_RE,0.077,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2045,MT_FRT_RAIL_RE,0.077,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2045,MT_FRT_RAIL_RE,0.077,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Freight,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Freight,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Freight,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Freight,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Freight,2050,MT_FRT_RAIL_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2018,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2018,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2018,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2018,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2018,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2020,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2020,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2020,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2020,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2020,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2025,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2025,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2025,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2025,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2025,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2030,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2030,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2030,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Harad,Mobility_Passenger,2030,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Mordor,Mobility_Passenger,2030,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
DolAmroth,Mobility_Passenger,2035,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Gondor,Mobility_Passenger,2035,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
Rohan,Mobility_Passenger,2035,MT_FRT_SHIP_RE,0,,Fraction,no source needed,04.06.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
