Source: ERA5 reanalysis data using Atlite; 19.04.2024; Konstantin Löffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,DolAmroth,Gondor,Rohan,Harad,Mordor
7544,1.176146496,1.010257214,1.600646891,1.062551102,1.169440314,1.092334483,0.921015576,1.167621848,1.143464933,1.066390294,1.126809444,1.654269383,1.330640109,1.562937299,1.375610699,1.263370902,1.249849079,1.10147753,1.211861872,0.968960417,0.914565117,1.307248885,0.921804913,1.530234782,1.629286897,0.94391532,1.106133153,1.35021739,1.327957731,1.219331163,1.830493444,1.41648251,1.72832473,2.470613805,1.615167971
7545,1.109476834,0.981637531,1.224222778,1.028506519,1.142996689,1.056828039,0.914708394,1.16197714,1.071612471,1.061552764,1.071046731,1.108634247,1.055210199,1.317264956,1.376795721,1.104470141,1.242311463,1.059613249,1.19989944,0.957083069,0.910159777,1.240862434,0.916813382,1.287164176,1.147151679,0.940191993,0.950998351,1.237779303,1.069005811,1.213284399,2.131800418,1.429243613,2.078504989,3.544286544,1.899900709
7546,1.015002116,0.93352794,1.066785634,0.984859439,1.102472634,1.004102142,0.897489865,1.161939328,0.995106035,1.054870614,0.961941276,0.988907636,0.83158361,1.104493694,1.319419343,0.969794283,1.240061761,0.998411656,1.194996873,0.928674738,0.903471953,1.17191498,0.885003641,1.102650631,0.971377909,0.936367777,0.79667415,1.093622606,0.950443467,1.182454497,2.019717557,1.365438095,1.934937807,3.336122976,1.828350823
7547,0.917660693,0.884747249,0.779621325,0.94231417,1.046412331,0.937613791,0.872728338,1.147981504,0.864826339,1.048894568,0.821726618,0.679161063,0.593083637,0.858588311,1.203933002,0.830054868,1.22099498,0.920663705,1.171380798,0.892725403,0.891862728,1.100505769,0.833137616,0.950519155,0.603056241,0.931495536,0.642016172,0.995761512,0.837760814,1.111551169,1.844473711,1.429243613,1.72153862,2.919795842,1.717576498
7548,0.834787231,0.864921792,0.681775984,0.88600323,1.00103855,0.874453579,0.851975676,1.145723621,0.781064019,1.044723112,0.729194074,0.620611216,0.445880327,0.705952087,1.130518073,0.759238859,1.215061112,0.851288609,1.167891051,0.852016667,0.883451841,1.044540148,0.830826266,0.831194442,0.511292285,0.928679833,0.548582441,0.922578721,0.784326949,1.054922218,1.670744113,1.544093546,1.508139433,2.262001604,1.607705678
7549,0.774954165,0.890339762,0.638876212,0.845473301,0.962407511,0.824345981,0.839866189,1.145664203,0.720654439,1.041958277,0.67219164,0.588193928,0.365851379,0.599833922,1.087249099,0.705197005,1.210779996,0.84112157,1.167028131,0.813285726,0.878091098,1.011303004,0.892208166,0.749279169,0.450173753,0.926499006,0.499231121,0.88006387,0.778097052,1.014155276,1.556471416,1.671704583,1.364363567,1.557462466,1.536105598
7550,0.748627932,0.912975456,0.615319474,0.817307371,0.925813718,0.78846851,0.848426474,1.146193563,0.685950896,1.040705258,0.636926857,0.573823505,0.350808979,0.534285989,1.067103726,0.685273833,1.209069331,0.832549359,1.172137968,0.809869534,0.874702632,0.996043075,0.909690819,0.711013081,0.417997384,0.927475295,0.496918523,0.856494147,0.790907804,0.987410523,1.470363742,1.646182376,1.259194326,1.042019679,1.48212389
7551,0.761980844,0.928159128,0.702984025,0.816421737,0.922685735,0.77984823,0.869375057,1.149418339,0.669450204,1.039016102,0.638377925,0.700629754,0.388471317,0.55627124,1.058564045,0.669377175,1.208735217,0.815006232,1.180839072,0.83564433,0.876563406,1.014294073,0.946115063,0.764312275,0.480003997,0.929645382,0.533109491,0.872758828,0.938866343,0.97588155,1.402103491,1.582376858,1.173324534,0.909953282,1.438945215
7552,0.833047438,0.938393426,0.823246636,0.854455157,0.990640486,0.808172958,0.888047931,1.149634404,0.682451865,1.035907758,0.670465181,0.784660086,0.503214218,0.666785396,1.06951766,0.715633237,1.207808607,0.792678615,1.183131731,0.869277425,0.876357553,1.062335984,0.980670557,0.887020026,0.592677622,0.930228854,0.577334949,0.941507301,1.092685744,0.982518662,1.390988649,1.582376858,1.163833255,0.77851015,1.431003284
7553,0.946762686,0.959980525,0.980948881,0.944148198,1.08214976,0.880518879,0.899117524,1.148840364,0.741619684,1.035509789,0.745597724,0.915347715,0.652530225,0.862984302,1.089086196,0.806045351,1.208062534,0.809424328,1.18466299,0.903386459,0.873971189,1.112503128,1.064100435,1.085219996,0.798984148,0.930521165,0.67231836,1.039384942,1.183259494,1.026297523,1.080531473,1.429243613,0.8173784,0.179124106,1.13572964
7554,1.027884493,0.982965752,1.222371725,1.010459124,1.133689363,0.928153701,0.902546159,1.152621508,0.870752329,1.034237686,0.831192408,1.278471031,0.832841838,1.008332714,1.110573339,0.930941105,1.212757952,0.818793953,1.191198335,0.942498152,0.872718443,1.145555469,1.198470159,1.219603223,1.154236445,0.929615076,0.76572825,1.112716647,1.307361867,1.089845864,1.189743732,1.480288028,0.94282095,0.251728638,1.206526604
7555,1.076282373,0.995520943,1.309924655,1.039629237,1.167078551,0.953080306,0.909026656,1.151660017,0.987464731,1.031481695,0.870545067,1.352645762,0.9174436,1.076984323,1.109131249,1.001781046,1.214067679,0.867037553,1.191490205,0.976226434,0.871473321,1.176089016,1.264433776,1.286405533,1.223109117,0.929853299,0.803659627,1.153974004,1.355369426,1.124434217,1.271891065,1.735510102,1.034217016,0.355449398,1.259705196
7556,1.107563062,1.018659964,1.367330541,1.067544122,1.183538772,0.965992952,0.915846249,1.151082042,1.049210783,1.030330146,0.901213278,1.419821588,0.95821395,1.136287831,1.105958651,1.052290974,1.215172483,0.898136734,1.190644206,1.018426449,0.87188312,1.197286594,1.321102818,1.34464498,1.261985859,0.930570267,0.846311565,1.191748436,1.381811843,1.148088242,1.376868605,1.646182376,1.160950318,0.560569549,1.327038718
7557,1.130773483,1.039268373,1.489374442,1.072188467,1.200607463,0.983285722,0.924278431,1.150001715,1.122719365,1.027250194,0.925660014,1.586186866,1.036261658,1.198530827,1.113764748,1.105582967,1.220317842,0.928239146,1.196265872,1.062561953,0.871731113,1.214140162,1.355256693,1.392807909,1.397530884,0.929816088,0.887676077,1.222490834,1.473165083,1.155156652,1.448194885,1.531332443,1.246885807,0.814706579,1.372110852
7558,1.155783009,1.042637862,1.540780686,1.08395972,1.221290911,1.002348093,0.927277544,1.147624996,1.155319544,1.02499597,0.940033451,1.634750697,1.069933347,1.245636784,1.098911219,1.156222526,1.219930269,0.947576457,1.195182993,1.093804771,0.873953558,1.237128731,1.36375623,1.421872277,1.442942311,0.928830209,0.905485467,1.269770921,1.54328757,1.156257105,1.520220049,1.454765821,1.334490772,1.077181252,1.417283375
7559,1.161512464,1.052732348,1.607665078,1.107125657,1.24557109,1.023302261,0.937691552,1.161674648,1.183832697,1.024281953,0.94957884,1.766177341,1.172835757,1.320204444,1.101826749,1.180838313,1.221810218,0.983061419,1.208943174,1.088315596,0.875019988,1.263183659,1.440858584,1.446475535,1.535402151,0.928288167,0.948924165,1.330163683,1.613641269,1.163554776,1.574747231,1.429243613,1.406274363,1.258168099,1.45245598
7560,1.180507841,1.062057862,1.637677246,1.108987579,1.257654839,1.040877189,0.951617086,1.157002234,1.228351942,1.022325623,0.957198317,1.817088631,1.203239808,1.349763512,1.09585775,1.204865778,1.22035348,0.987048494,1.205085416,1.099833344,0.877893346,1.273223476,1.478946672,1.463655709,1.561242658,0.925678079,0.971668687,1.372637169,1.647245958,1.147718558,1.630788661,1.403721406,1.478057954,1.42278541,1.488230923
7561,1.186869948,1.055962024,1.662657155,1.114329273,1.26661962,1.05239015,0.963500509,1.153064442,1.26500363,1.018731804,0.96817373,1.847015626,1.224009964,1.381382869,1.109726895,1.228669881,1.220148557,0.947775811,1.202995798,1.1009756,0.879380536,1.293447986,1.535304255,1.478770487,1.571700806,0.923496484,0.980847555,1.400599845,1.671535174,1.146507772,1.653620163,1.429243613,1.504785024,1.603983932,1.502441625
7562,1.196272739,1.050159792,1.690934542,1.11861797,1.282403764,1.062250151,0.978752283,1.150730936,1.292180311,1.016768492,0.976010959,1.884115412,1.226066322,1.391202348,1.110974617,1.23036704,1.221881496,0.950766117,1.203076168,1.102805325,0.880899175,1.305568547,1.563909253,1.493024986,1.589038269,0.922134282,0.99288737,1.41104862,1.688130408,1.133952855,1.686830091,1.429243613,1.549841545,1.802116455,1.524005865
7563,1.204564434,1.045056624,1.720551384,1.127355754,1.285946407,1.070461634,0.995420724,1.163494999,1.311799876,1.014343443,0.987286467,1.928263785,1.290329858,1.427990967,1.119627157,1.266043279,1.227254052,0.945184212,1.216870189,1.103196653,0.882656545,1.305360929,1.583809808,1.514737053,1.664293195,0.919341979,1.034776389,1.43807645,1.740703445,1.132754966,1.73412253,1.442004717,1.613436203,1.968119062,1.554379291
7564,1.222511981,1.041840929,1.724713927,1.143422677,1.291661511,1.082254532,1.013882605,1.165369366,1.353635654,1.011574419,1.001962743,1.961277254,1.29617968,1.460256482,1.125633776,1.278104875,1.230127434,0.930830744,1.216523329,1.101673645,0.885193011,1.319214303,1.634708672,1.522818958,1.682737445,0.916784446,1.051322194,1.456202551,1.715490891,1.135731063,1.755101989,1.505810235,1.640058931,2.108391394,1.567862169
7565,1.227707636,1.047699086,1.726113844,1.134601211,1.298796377,1.094194064,1.020024006,1.168480708,1.359482718,1.010318142,1.001825505,1.968524567,1.315419304,1.486394091,1.125853225,1.300838033,1.229503754,0.929435268,1.218054588,1.09829976,0.892336856,1.325610536,1.671083738,1.526599468,1.68500404,0.916948631,1.058212306,1.465319377,1.726655299,1.130386411,1.79016396,1.467526924,1.685219795,2.22045803,1.590154233
7566,1.230874851,1.050691081,1.785333576,1.133046123,1.302924954,1.102038963,1.030430479,1.183940187,1.385100621,1.008297578,1.000007553,1.97993272,1.343428966,1.503829757,1.131953893,1.307816129,1.233312655,0.931827513,1.228718411,1.095549884,0.895131113,1.331626898,1.694057896,1.543770567,1.738527491,0.915237344,1.067724952,1.476049433,1.640286278,1.122171695,1.81114342,1.480288028,1.711842522,2.316061053,1.603637112
7567,1.239182362,1.045028661,1.744015105,1.127334834,1.30048657,1.1036997,1.026723032,1.187710528,1.39494,1.005876718,1.007727671,1.93079755,1.35276239,1.506975803,1.136261354,1.305889624,1.235972204,0.910097957,1.22977168,1.088706924,0.900300299,1.341516135,1.727465911,1.547850541,1.74115197,0.914493906,1.062265313,1.48677949,1.534805813,1.112323493,1.832122879,1.493049132,1.738465249,2.412416698,1.61711999
7568,1.215983803,1.039967437,1.570913777,1.118771387,1.258348945,1.086179203,1.020212393,1.194937915,1.413233616,1.006266309,1.005863974,1.65866621,1.253672224,1.388162229,1.141603357,1.26559057,1.241447222,0.885776803,1.23047386,1.087109881,0.904652746,1.29819012,1.75701348,1.453767943,1.602392622,0.912302337,1.02421473,1.383871877,1.345202916,1.109017833,1.830493444,1.467526924,1.72832473,2.470613805,1.615167971
7569,1.132402562,1.022994162,1.186508743,1.068534357,1.165771469,1.032281348,1.011132162,1.197276823,1.334608031,1.005097072,0.95023118,1.101504928,0.972505169,1.121171978,1.140945012,1.097380364,1.215974357,0.842317692,1.21562234,1.075856544,0.90665266,1.172089516,1.752243248,1.250865477,1.096252706,0.908333117,0.886770111,1.190697767,1.075813359,1.103564282,2.131800418,1.697226791,2.078504989,3.544286544,1.899900709
7570,1.023867152,0.996052232,1.077603595,0.990333629,1.079220093,0.949617753,0.993009376,1.199178198,1.206175191,1.002440224,0.86937488,1.01254369,0.757770685,0.918876944,1.130737522,0.926196638,1.229494844,0.785501881,1.227715902,1.058500598,0.903851732,1.041213696,1.637897023,1.07630322,0.919908974,0.901602665,0.748038066,1.003008643,0.957217124,1.047431108,2.019717557,1.65894348,1.934937807,3.336122976,1.828350823
7571,0.928985164,0.991578222,0.785383773,0.919957158,1.019517988,0.858205018,0.971872406,1.201371262,1.073252806,0.999940702,0.782833251,0.689401697,0.490594377,0.68762663,1.075806427,0.78950852,1.22377481,0.630404685,1.217305878,1.009034566,0.897426464,0.926682666,1.390959665,0.950528229,0.558353953,0.89004217,0.600937755,0.863567546,0.822379627,0.977251385,1.844473711,1.595137961,1.72153862,2.919795842,1.717576498
7572,0.839749595,0.967572361,0.70007257,0.853450974,0.962231731,0.784276121,0.949439337,1.202494802,0.956539089,0.997993681,0.730062335,0.624809317,0.377447736,0.53190262,1.022656,0.701754823,1.220197561,0.57817401,1.216222999,0.975189942,0.889494471,0.8381404,1.221583653,0.84130726,0.465801328,0.882722492,0.507408658,0.763754028,0.779735111,0.920659688,1.670744113,1.607899065,1.508139433,2.262001604,1.607705678
7573,0.783522646,0.967208848,0.658795956,0.796972671,0.928225059,0.726488031,0.940494744,1.200750074,0.885178596,0.996992476,0.69979486,0.584585797,0.332912091,0.428983466,1.00368311,0.640004955,1.213537551,0.581961731,1.21445486,0.952281363,0.88490901,0.790087082,1.094836464,0.769713521,0.413059919,0.87862668,0.453742078,0.701574302,0.766741348,0.889712291,1.556471416,1.480288028,1.364363567,1.557462466,1.536105598
7574,0.757481107,0.963070389,0.650368551,0.762900194,0.906906098,0.685158456,0.941579851,1.196790676,0.825920013,0.999087048,0.689703262,0.571382893,0.325719533,0.385108297,0.982490654,0.620560418,1.208775311,0.584553329,1.210495583,0.931604414,0.888026818,0.783073698,1.029208894,0.738460342,0.393740843,0.882148611,0.45026126,0.674041821,0.797717612,0.877402397,1.470363742,1.518571339,1.259194326,1.042019679,1.48212389
7575,0.775294215,0.96603442,0.755050694,0.756854177,0.914140122,0.681070488,0.952641908,1.192653024,0.786754548,1.001915651,0.702091316,0.658698426,0.34879957,0.414381361,0.988415764,0.618695736,1.211617509,0.622829244,1.211523472,0.938912737,0.898870291,0.814943073,0.911674318,0.785066056,0.445720093,0.89129159,0.484163471,0.69685043,0.938012293,0.881096368,1.402103491,1.518571339,1.173324534,0.909953282,1.438945215
7576,0.845269484,0.986600886,0.859188684,0.796219534,0.950585178,0.72238229,0.963907423,1.193868391,0.795667868,1.004157308,0.746870381,0.758962243,0.447223063,0.542617186,1.000134314,0.683843911,1.212838139,0.733869267,1.211366962,0.965226932,0.913730747,0.87449752,0.900683114,0.906866339,0.531592227,0.902655293,0.547247333,0.771514085,1.109487336,0.911990749,1.390988649,1.582376858,1.163833255,0.77851015,1.431003284
7577,0.941480042,1.042302312,1.007310103,0.899329572,0.984745095,0.795273643,0.977878169,1.193609113,0.845197567,1.00569612,0.817883942,0.889848599,0.606614285,0.691583022,1.031622039,0.786604802,1.211461589,0.832549359,1.209983753,1.023016626,0.925253724,0.922079705,0.928353736,1.066292039,0.716525162,0.909167854,0.643875787,0.849668938,1.219494869,0.956483185,1.080531473,1.352676991,0.8173784,0.179124106,1.13572964
7578,1.016658873,1.091278741,1.231808373,0.967830174,1.023822345,0.852727363,0.985805475,1.188396535,0.971162669,1.007967567,0.885128935,1.24896633,0.7750009,0.803913834,1.073285904,0.911863521,1.212691129,0.883384559,1.206384026,1.065618545,0.935341927,0.955264375,1.084992738,1.181289947,1.08364063,0.914178194,0.746893688,0.906355404,1.356848575,0.991895445,1.189743732,1.378199198,0.94282095,0.251728638,1.206526604
7579,1.058330872,1.123603464,1.281024049,0.997230412,1.039583953,0.889119163,0.993137479,1.183670105,1.087656711,1.009070708,0.926647216,1.326786454,0.883856419,0.867470331,1.099500595,0.993422886,1.212000626,0.92524884,1.206142916,1.098966076,0.942066919,0.987602601,1.221059091,1.224764898,1.142492567,0.916474488,0.814841158,0.950326299,1.426306048,1.013361459,1.271891065,1.403721406,1.034217016,0.355449398,1.259705196
7580,1.090354926,1.1449389,1.327658483,1.03501976,1.050996133,0.917547202,1.001901221,1.178030798,1.135899924,1.009326245,0.964728131,1.371487535,0.944711471,0.921360944,1.128122949,1.036868963,1.211777884,0.974489209,1.203664137,1.111435704,0.949234114,1.021738664,1.322561754,1.262740597,1.185849479,0.918812596,0.866123617,0.970901203,1.444580763,1.042867377,1.376868605,1.493049132,1.160950318,0.560569549,1.327038718
7581,1.117052842,1.156193832,1.415760218,1.057704526,1.069398948,0.94218054,1.015216382,1.173331376,1.193710224,1.009182884,0.987567348,1.511093024,1.016590105,0.983746942,1.151892357,1.097280648,1.207844246,1.027517299,1.201511069,1.119643025,0.954615347,1.04421161,1.461513196,1.303776276,1.317590336,0.920061249,0.913138498,1.002024159,1.534326069,1.06308535,1.448194885,1.493049132,1.246885807,0.814706579,1.372110852
7582,1.133553198,1.162583277,1.443419037,1.069161972,1.083411771,0.967981393,1.029616649,1.171656869,1.247340103,1.006135049,0.99815209,1.607879125,1.052590455,1.03380298,1.154287481,1.141291115,1.202689978,1.050841685,1.19955258,1.127882076,0.959506727,1.060360189,1.513518557,1.319391976,1.343517,0.925975377,0.939888344,1.036505944,1.581590288,1.069617861,1.520220049,1.442004717,1.334490772,1.077181252,1.417283375
7583,1.15847178,1.165183796,1.512475393,1.062739386,1.121042216,0.990281923,1.058138371,1.171646066,1.306976212,1.00050996,1.015540197,1.708888167,1.175042351,1.097550146,1.151321791,1.180172213,1.189579338,1.075362193,1.195115313,1.139251754,0.967537358,1.089473492,1.615988381,1.354207873,1.434604953,0.931907151,0.993173465,1.072187312,1.653038286,1.086482889,1.574747231,1.442004717,1.406274363,1.258168099,1.45245598
7584,1.165822406,1.158402874,1.509689513,1.063722649,1.126806899,1.007405843,1.066992539,1.171208534,1.346600761,0.997303403,1.026614422,1.723643623,1.190075361,1.129084762,1.156808003,1.201593113,1.184955198,1.088320185,1.185931989,1.145428397,0.973086323,1.102142757,1.675616278,1.381114283,1.446216281,0.9384738,1.013724594,1.088493358,1.65899329,1.102996861,1.630788661,1.454765821,1.478057954,1.42278541,1.488230923
7585,1.190721217,1.15311795,1.520888846,1.068464623,1.139994907,1.02521183,1.067271351,1.173066696,1.381000441,0.991328754,1.041669476,1.7887825,1.205925281,1.182715852,1.156707684,1.206977754,1.17982766,1.107657496,1.177463534,1.146792759,0.978324602,1.114110457,1.715474761,1.400390707,1.472931615,0.947918298,1.038400254,1.117655616,1.679659194,1.120655705,1.653620163,1.467526924,1.504785024,1.603983932,1.502441625
7586,1.202468774,1.145819721,1.5361298,1.07806712,1.161480634,1.039591923,1.061634825,1.174881645,1.415183076,0.98841311,1.053502172,1.837259388,1.220535751,1.222216215,1.163523128,1.200015613,1.175546543,1.124801916,1.171613448,1.14515341,0.98288719,1.125616149,1.746874689,1.414783141,1.483416273,0.954974052,1.046649316,1.140629685,1.697889475,1.131716126,1.686830091,1.493049132,1.549841545,1.802116455,1.524005865
7587,1.215141585,1.137361045,1.547380293,1.086260972,1.17484893,1.053840935,1.053036864,1.162555115,1.455306171,0.984705718,1.074164788,1.900808453,1.284846236,1.290486486,1.185618457,1.237020063,1.159473424,1.120615488,1.146711454,1.138130651,0.986882731,1.133282047,1.81135478,1.430634783,1.552626946,0.965217611,1.066699779,1.174879827,1.748473494,1.140620058,1.73412253,1.55685465,1.613436203,1.968119062,1.554379291
7588,1.2264107,1.132887035,1.53235328,1.10387601,1.187536641,1.064756253,1.041763813,1.15147096,1.470541424,0.981337646,1.097505383,1.895436622,1.319804323,1.336358387,1.213839534,1.262437564,1.15067954,1.114435522,1.136204141,1.136671101,0.991035043,1.147280296,1.825124521,1.445916535,1.560460616,0.976895874,1.074448175,1.219090638,1.734557146,1.145665238,1.755101989,1.595137961,1.640058931,2.108391394,1.567862169
7589,1.23778262,1.133404343,1.521758562,1.116233036,1.191318165,1.074053047,1.032314344,1.136276161,1.489138903,0.978972642,1.117121327,1.900286795,1.344405501,1.38215614,1.220078141,1.279877818,1.151984812,1.109252325,1.133644993,1.135349046,0.995738678,1.158211046,1.852770555,1.459524917,1.574550618,0.986910801,1.084985993,1.254714095,1.748046469,1.156976412,1.79016396,1.607899065,1.685219795,2.22045803,1.590154233
7590,1.247588726,1.130580124,1.508387264,1.112404589,1.206056643,1.080890395,1.018434024,1.109446241,1.497791769,0.975698594,1.137982481,1.842103351,1.373588884,1.427170029,1.225219506,1.277666127,1.134499504,1.103670421,1.113442526,1.134069296,0.998713533,1.16438255,1.907193818,1.472781202,1.60331384,0.994180993,1.090183379,1.291810143,1.651769261,1.161055829,1.81114342,1.65894348,1.711842522,2.316061053,1.603637112
7591,1.255200321,1.12377124,1.482305096,1.110961077,1.211983585,1.08359423,1.011674715,1.091021265,1.513824169,0.972270478,1.15611808,1.811530494,1.386828449,1.448466752,1.238242207,1.290062767,1.128298345,1.098885932,1.108946039,1.124645683,0.998716869,1.167394153,1.899251628,1.472380101,1.602611328,0.999422267,1.093258896,1.301795631,1.57535512,1.152518715,1.832122879,1.684465687,1.738465249,2.412416698,1.61711999
7592,1.227628555,1.121548216,1.453948643,1.105863455,1.184187806,1.077422288,1.010838279,1.075912893,1.538202941,0.971010477,1.167068791,1.648593252,1.286799307,1.355155221,1.248562557,1.243880495,1.122662953,1.093902089,1.10718636,1.108696405,1.00059289,1.13761693,1.918119452,1.420162608,1.522365916,1.006247471,1.043812211,1.237018188,1.432041138,1.150340733,1.830493444,1.722748998,1.72832473,2.470613805,1.615167971
7593,1.151512607,1.105707424,1.256588294,1.058060174,1.118576788,1.055651638,1.003815228,1.048839899,1.451599303,0.969188199,1.13278023,1.205395507,1.0116417,1.108243527,1.255691498,1.108841672,1.096717874,1.088519538,1.081616027,1.077136294,1.005975076,1.052670335,1.798765302,1.293383958,1.120403208,1.007639211,0.933999563,1.063128397,1.198715241,1.148674291,2.131800418,1.977971072,2.078504989,3.544286544,1.899900709
7594,1.051083052,1.06050594,1.196359319,1.015005841,1.053876221,1.022920124,0.991095369,1.030506751,1.303206204,0.964768187,1.053802267,1.059480446,0.823761938,0.929459101,1.208096253,0.937165352,1.087937354,1.035292095,1.07670077,1.042265755,0.993729233,0.971734648,1.590612715,1.183458794,0.962961021,0.986483459,0.822541871,0.913544625,1.09117873,1.096938633,2.019717557,1.977971072,1.934937807,3.336122976,1.828350823
7595,0.96833612,1.014829093,1.057916394,0.967676757,1.00115123,0.985887358,0.9729123,1.025126722,1.088510421,0.963804684,0.944158838,0.825250009,0.626811665,0.741824433,1.111369624,0.797701151,1.062442216,1.024526994,1.062750239,1.003651155,0.983369895,0.899361496,1.249336238,1.085116544,0.706027248,0.968502854,0.735402221,0.792626732,0.991519212,1.018494044,1.844473711,1.90140445,1.72153862,2.919795842,1.717576498
7596,0.902113269,0.961210878,1.026508961,0.943360194,0.962055951,0.952899236,0.973176041,1.010374858,0.94475288,0.959071883,0.868988783,0.751087699,0.515054709,0.634138542,1.034086132,0.707249152,1.050342828,1.003794207,1.059247801,0.952228481,0.975251586,0.849782983,1.05966625,1.019007539,0.638592737,0.956683038,0.695134405,0.737363218,0.952853485,0.950975185,1.670744113,1.90140445,1.508139433,2.262001604,1.607705678
7597,0.847463996,0.916414852,1.018593152,0.9385973,0.944883596,0.929015729,0.98385379,1.002677528,0.831071217,0.959115636,0.811848196,0.720725989,0.443711291,0.568283418,0.974107722,0.648207558,1.043059139,0.973691795,1.059484681,0.908791022,0.972693678,0.828142791,0.914993809,0.981389383,0.597436146,0.950526084,0.660993781,0.713024108,0.950634009,0.904363515,1.556471416,1.850360035,1.364363567,1.557462466,1.536105598
7598,0.839389774,0.882985607,1.022420832,0.933471784,0.939718368,0.91653854,0.982000067,1.002191381,0.722886716,0.960923484,0.766439665,0.720036656,0.414621807,0.554073245,0.929039269,0.619720812,1.04520638,0.942791968,1.060055731,0.877505899,0.97421184,0.834037091,0.803409728,0.969521523,0.587375646,0.957711882,0.657989788,0.73215124,0.984198029,0.884837624,1.470363742,1.786554517,1.259194326,1.042019679,1.48212389
7599,0.860587571,0.883488934,1.084389237,0.937097999,0.950355312,0.919673389,0.982557691,0.993980896,0.657742921,0.964191482,0.750424856,0.808855059,0.458575286,0.592519629,0.917427309,0.634827722,1.04704178,0.937210063,1.059116671,0.881323995,0.985648092,0.865929282,0.675818323,1.001074167,0.676256651,0.974973601,0.691844317,0.786910102,1.126057716,0.888907011,1.402103491,1.773793413,1.173324534,0.909953282,1.438945215
7600,0.895822335,0.909242454,1.15074808,0.953234657,0.97548284,0.950122084,0.993755387,0.998032122,0.666024837,0.968314995,0.779232115,0.922172735,0.588276078,0.709135208,0.907483157,0.694244246,1.046614114,0.953158361,1.062750239,0.912048567,0.996978558,0.909469759,0.659270045,1.086036716,0.780553153,0.992005153,0.742077762,0.86019217,1.25814252,0.91046043,1.390988649,1.875882242,1.163833255,0.77851015,1.431003284
7601,0.930108121,1.00246964,1.207623765,0.998011443,1.013293573,1.011914826,1.012217268,1.003887494,0.713452487,0.971856218,0.882809606,1.003638251,0.731423011,0.821545466,0.909589862,0.785563771,1.048177768,1.028314714,1.066937936,0.979632049,1.005844512,0.936333485,0.668531835,1.188097768,0.90047723,1.008828788,0.836751237,0.932307746,1.326838578,0.969409219,1.080531473,1.709987894,0.8173784,0.179124106,1.13572964
7602,0.955924278,1.094704155,1.341313485,1.031268022,1.032877269,1.06433968,1.017740761,1.007587614,0.885650833,0.973941015,1.054438138,1.317651237,0.912673601,0.914549806,0.907313868,0.933264478,1.047380349,1.157097219,1.068181555,1.044010869,1.013738862,0.95751281,0.87574185,1.265515632,1.174914153,1.021175685,0.937361175,0.976998391,1.454192216,1.013361459,1.189743732,1.914165553,0.94282095,0.251728638,1.206526604
7603,0.978419012,1.150629282,1.359070568,1.044796594,1.055007523,1.109138474,1.027099805,1.011628037,1.017377497,0.975851265,1.142419857,1.362613147,0.996326997,0.955882715,0.913245247,1.02549341,1.045340025,1.221289117,1.064670658,1.082942762,1.018628336,0.97384163,1.055297636,1.312600489,1.206646481,1.030924002,0.987070113,1.008096527,1.497094303,1.020126097,1.271891065,1.850360035,1.034217016,0.355449398,1.259705196
7604,0.993104447,1.191818137,1.383580737,1.05493605,1.085047877,1.14216992,1.025125514,1.014609739,1.080959882,0.979213285,1.21298785,1.413232557,1.071088288,0.991956323,0.91135799,1.088037014,1.040528781,1.272921731,1.0618281,1.12209676,1.022347976,0.989707301,1.130842698,1.343978899,1.227807994,1.040713366,1.038853237,1.02400547,1.509775516,1.012130613,1.376868605,1.824837828,1.160950318,0.560569549,1.327038718
7605,1.020407336,1.221640211,1.467385053,1.062265189,1.105609632,1.173758358,1.025004946,1.019417194,1.146957387,0.983668207,1.25859492,1.523755639,1.145145346,1.034586843,0.90698156,1.142148669,1.036457043,1.303223497,1.0615743,1.144222683,1.031972059,1.004403695,1.224198264,1.378607858,1.340481618,1.051107685,1.076832297,1.033982685,1.593755608,1.005251344,1.448194885,1.850360035,1.246885807,0.814706579,1.372110852
7606,1.049556779,1.253559477,1.479235511,1.076581766,1.127992287,1.197877367,1.027740319,1.021864135,1.219297872,0.987560386,1.305187362,1.575747505,1.190047192,1.048786424,0.898115841,1.206818209,1.035900186,1.367216041,1.062665639,1.164614068,1.039915489,1.013649544,1.27221204,1.393640964,1.347407325,1.06113834,1.109542447,1.03902093,1.639819337,0.991693409,1.520220049,1.888643346,1.334490772,1.077181252,1.417283375
7607,1.086048939,1.266226518,1.525697862,1.09592623,1.163711688,1.23795056,1.030181809,1.034682214,1.258327848,0.994615835,1.349854806,1.710037056,1.247052441,1.097608407,0.878509685,1.249897333,1.042689386,1.445960762,1.068084265,1.180288359,1.046544702,1.019656779,1.366993758,1.405654018,1.443684588,1.077349732,1.152885781,1.045829594,1.691048789,0.982257877,1.574747231,1.863121139,1.406274363,1.258168099,1.45245598
