Source: ERA5; 22.01.2025; Unit: Deviation from mean; Konstantin Loffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK
6963,1.015969346,0.9848871,1.049538253,1.022351897,1.042333657,1.035971539,0.95384416,0.989527897,1.031600999,0.918518943,1.005649921,1.078339925,1.039661765,1.080109962,1.1400125,0.981362884,1.066903686,0.973749304,1.032549904,0.974989903,0.988423131,1.070704814,1.05405323,1.042857294,1.083817456,0.958638428,0.977466684,1.02578431,1.045005025,1.065481782
6964,1.021292294,0.985051117,1.049075832,1.028603907,1.04976594,1.039548535,0.962756902,0.988867263,1.034096762,0.920999231,1.010252269,1.078240547,1.040538256,1.084146735,1.149474089,0.981802635,1.07032791,0.971944188,1.032050611,0.973128993,0.993206522,1.077427057,1.055159704,1.048408381,1.081590911,0.963283203,0.987177351,1.032778943,1.038405742,1.071697702
6965,1.026974584,0.987306912,1.055764359,1.032120911,1.054921363,1.039214505,0.969865089,0.987934554,1.041211586,0.922856735,1.014807014,1.081139729,1.044205937,1.091247518,1.162406847,0.982235252,1.072272203,0.971196453,1.031620385,0.973962927,0.996496455,1.084225305,1.057620886,1.053999977,1.082817365,0.967955659,0.992235219,1.040188656,1.040322013,1.077030812
6966,1.030320454,0.992051418,1.055280642,1.037924014,1.059364323,1.039039618,0.980319524,0.984055872,1.045498515,0.92555145,1.019929492,1.073801756,1.045632517,1.090049239,1.164044,0.984046779,1.071229603,0.977423931,1.026375647,0.977566706,1.000962222,1.086395499,1.05754283,1.056115973,1.085630127,0.974098889,0.994477244,1.044801788,0.994935708,1.083723369
6967,1.030863034,0.994759525,1.036922363,1.039963491,1.067939771,1.039930141,0.985902835,0.981073193,1.051369225,0.926716473,1.022394368,1.052358239,1.043990531,1.078747751,1.167541815,0.982540245,1.067129538,0.982155595,1.026279354,0.9820522,1.001728596,1.080661005,1.058324224,1.038285493,1.067827844,0.981292659,0.993721476,1.033480368,0.96623266,1.085563719
6968,1.010520018,0.988746684,0.995998969,1.024261564,1.034544759,1.021384917,0.98821871,0.958396068,1.049146589,0.925008329,1.013022226,1.00808719,1.016649409,1.03754212,1.172078376,0.968623704,1.028040403,0.977273048,0.999199571,0.977152071,0.998140584,1.027673465,1.062212171,0.983343659,1.025539832,0.977108049,0.974306684,0.995361712,0.922087175,1.089024525
6969,0.974267273,0.970570801,0.9357538,0.983082521,0.987053361,0.988548029,0.972631829,0.894206304,1.022737349,0.918950544,0.978249541,0.92151905,0.960299873,0.962544297,1.160143199,0.935479603,0.900120906,0.957382693,0.881292141,0.955271962,0.984438926,0.952388974,1.041705663,0.910954391,0.907805789,0.955519501,0.936361697,0.942008146,0.860084568,1.069996953
6970,0.928744761,0.948590983,0.906297898,0.93389723,0.941417277,0.955333254,0.9567768,0.871732211,0.996129702,0.914572294,0.939039112,0.904136597,0.922561346,0.908864266,1.111467972,0.905930988,0.870862796,0.931609612,0.861600993,0.942823058,0.968723793,0.895699183,1.017230626,0.860499519,0.873382661,0.935873753,0.897914386,0.895706888,0.831361646,1.035926389
6971,0.890066475,0.932839573,0.860956994,0.890114664,0.903440314,0.919087562,0.942761869,0.832634513,0.964246258,0.908421992,0.895906647,0.86322493,0.871721129,0.868134034,1.070861833,0.87296201,0.804176879,0.899070088,0.79754418,0.929154902,0.955357293,0.844897606,0.973121418,0.813077455,0.818606054,0.918054582,0.881112611,0.846008073,0.799838317,0.999373845
6972,0.863441288,0.916659775,0.847934198,0.858369352,0.872968134,0.896227446,0.936128358,0.823944766,0.945638093,0.904471839,0.865779701,0.853917497,0.847781932,0.836658302,1.021509571,0.853479858,0.790161639,0.867314265,0.790850608,0.919796492,0.947972797,0.816217589,0.943433237,0.785283439,0.791819657,0.907423914,0.857196759,0.819740916,0.789018938,0.974785169
6973,0.845195967,0.907235552,0.839486359,0.836424987,0.852286973,0.883523688,0.933258514,0.825267214,0.935405749,0.905323444,0.842063616,0.850498722,0.833563806,0.818164345,0.981468951,0.842872737,0.780539961,0.848279541,0.789845936,0.914250091,0.942837015,0.800358908,0.922702419,0.769234619,0.780743015,0.901265801,0.842413468,0.806891947,0.788572936,0.957051707
6974,0.8341873,0.902690954,0.836737946,0.824874601,0.840333811,0.876294521,0.935194421,0.831311343,0.931746461,0.908642735,0.82712017,0.850607613,0.826566227,0.81403779,0.960010382,0.836055462,0.78053922,0.837270048,0.794188312,0.910602447,0.942634311,0.795034966,0.90814335,0.767822789,0.776410311,0.902468025,0.830563527,0.803747197,0.795880888,0.947617334
6975,0.83739413,0.90213839,0.852181394,0.823322494,0.842203554,0.87835684,0.939848835,0.851313193,0.927630369,0.918629353,0.821993988,0.866996877,0.830171183,0.820401207,0.953908462,0.838562549,0.815785757,0.838959903,0.831735082,0.913120911,0.947985851,0.805231025,0.882804642,0.781438514,0.778776902,0.910085494,0.831391836,0.811676059,0.826861098,0.946315046
6976,0.855912946,0.909981542,0.862898085,0.836276824,0.862668637,0.88944446,0.952563055,0.861203438,0.934157672,0.937662169,0.830031132,0.883155575,0.842541286,0.842881817,0.956433089,0.849094631,0.841683551,0.857462511,0.847770511,0.921490545,0.958849041,0.842019196,0.872004585,0.806960236,0.790824592,0.925707986,0.840883213,0.839335464,0.862195152,0.949266366
6977,0.894076055,0.925737218,0.886039048,0.859185879,0.902956367,0.912445132,0.973825226,0.865794213,0.939797346,0.948502724,0.848796668,0.902147265,0.895379505,0.88051539,0.971708946,0.868056333,0.871822522,0.891267843,0.85857396,0.936468151,0.973533259,0.896365052,0.872380266,0.853334162,0.823298137,0.949914424,0.887854085,0.878057169,0.889259226,0.959950279
6978,0.929296189,0.950226091,0.938437618,0.893279619,0.943133759,0.942115352,0.999412546,0.887011732,0.957764092,0.959495196,0.886495613,0.958485447,0.927045037,0.923255206,0.999221357,0.911745326,0.947941928,0.928596576,0.912414335,0.96789232,0.984508626,0.943384495,0.896518857,0.902211019,0.910750881,0.970476223,0.926677941,0.918840904,0.933028608,0.986484013
6979,0.951482648,0.965648047,0.952934635,0.925157256,0.962997846,0.962934524,1.015783426,0.897393035,0.982603584,0.970271258,0.919242638,0.971631607,0.949938714,0.944415217,1.029550458,0.934779682,0.962006612,0.951665579,0.917672593,0.988768699,0.991166057,0.963027855,0.932872509,0.925829304,0.925365005,0.982338805,0.942160655,0.94692391,0.948947352,1.015703346
6980,0.969305033,0.977025586,0.960937226,0.94421536,0.982540257,0.980745985,1.026731256,0.905202265,0.992579852,0.977250313,0.940045753,0.982194231,0.968260294,0.965129915,1.034466486,0.945648812,0.963969642,0.9728649,0.919914612,1.002579742,0.995887712,0.974076234,0.949496498,0.943998651,0.93481993,0.99085883,0.956026807,0.975132763,0.958696071,1.03182095
6981,0.982498579,0.982714118,0.987268125,0.957344154,0.997438274,0.993619425,1.040269609,0.919441492,1.000320525,0.985815192,0.957980322,1.010067478,0.983693255,0.981239863,1.038913392,0.957262417,0.980772718,0.986750762,0.937659681,1.014622414,1.001351362,0.989542005,0.971637973,0.96575632,0.973018812,0.997627839,0.958370672,0.992622387,0.983788629,1.047457412
6982,0.994595205,0.988221555,0.995004305,0.971700347,1.007767899,1.006749092,1.052423995,0.928070413,1.007527438,0.992045209,0.973454013,1.018304446,0.992956446,0.993549452,1.050289345,0.963354647,0.983793183,0.995200382,0.940071292,1.029885356,1.006784232,0.996872824,0.980413758,0.976900022,0.98066674,1.001541639,0.965351785,1.006246399,0.998102156,1.058995821
6983,1.003393894,0.992473953,1.011948652,0.978317764,1.013693626,1.021024899,1.065375467,0.950709269,1.018554202,1.001701194,0.990172158,1.047400606,1.015385848,1.000349815,1.049607127,0.975894685,1.002645694,1.003779135,0.959172268,1.034235406,1.010554506,0.999743575,0.996285747,0.98962927,1.009906536,1.006160643,0.978802851,1.009080369,1.01909458,1.069804962
6984,1.010145721,0.998449947,1.020643929,0.991015546,1.01987751,1.032542468,1.071949671,0.963661623,1.022958883,1.00313292,1.001258529,1.052182464,1.021438121,1.007250763,1.049082453,0.980591576,1.001447482,1.009014142,0.959988865,1.045840078,1.013441963,1.010728999,1.002251078,0.998189608,1.014347402,1.011030932,0.984629652,1.01820378,1.02571958,1.074505106
6985,1.0190808,1.00916188,1.030626532,1.001028415,1.028117094,1.044712673,1.076538819,0.9790742,1.023905091,1.003104199,1.012042313,1.065248998,1.030340446,1.017211148,1.048618299,0.985051297,0.990717551,1.015162668,0.958262863,1.056585718,1.014580219,1.013378759,1.005351283,1.006036297,1.016929399,1.015195135,0.991675188,1.030326545,1.030880288,1.079342676
6986,1.02605902,1.022709135,1.039518664,1.009812726,1.031961733,1.057021625,1.080407271,0.993961575,1.025091043,1.004615298,1.023043227,1.07154071,1.034518807,1.023029451,1.045452546,0.987715984,0.993952304,1.028336931,0.964653155,1.069558508,1.014272445,1.017134757,1.01206706,1.0133513,1.020071461,1.018288682,1.000112385,1.036308667,1.038793524,1.080991493
6987,1.031135552,1.029248028,1.053106062,1.01800855,1.034398201,1.066419225,1.084780135,1.023565477,1.030446429,1.006487321,1.032901844,1.091194179,1.05010703,1.031355333,1.041198235,1.002009782,1.004061696,1.038526416,0.986913103,1.071296746,1.014256588,1.020912291,1.016763447,1.020646253,1.038813128,1.021245001,1.010476088,1.0429778,1.053550909,1.082943654
6988,1.032140412,1.034495529,1.062707093,1.026286215,1.036238777,1.075646792,1.084750452,1.036637634,1.033392485,1.009409397,1.041240668,1.093969784,1.060541567,1.029780272,1.03558238,1.008779822,1.005821955,1.047177442,0.993140939,1.074708216,1.015260658,1.023652286,1.019073611,1.025003085,1.039048536,1.0230995,1.015904151,1.040377887,1.046145883,1.07834785
6989,1.035645212,1.037438106,1.070580799,1.032938626,1.036069498,1.082557914,1.08619799,1.043353495,1.033983416,1.009872895,1.049480461,1.094294692,1.06403563,1.037014125,1.033292768,1.01184816,1.001478599,1.055784967,0.998090488,1.082616831,1.015927951,1.025189339,1.019769277,1.028016868,1.042986046,1.025520598,1.019913623,1.039063377,1.051541109,1.078772609
6990,1.040883586,1.042039895,1.072563773,1.036250098,1.035826907,1.086994106,1.084615944,1.055315105,1.036140366,1.010843725,1.056730177,1.085351939,1.063819908,1.04038009,1.025564589,1.017751917,0.999277521,1.061286289,1.016589662,1.083948568,1.016072379,1.02659322,1.019198761,1.030368058,1.044804884,1.028421482,1.022046334,1.038040853,1.001645864,1.076878165
6991,1.04116858,1.044361312,1.052238429,1.038219564,1.03361916,1.090906133,1.08515365,1.045217268,1.037415717,1.006844181,1.060741288,1.070513639,1.058971298,1.038687316,1.025246231,1.016299305,1.003255864,1.068851162,1.023454253,1.087419058,1.016714422,1.024602253,1.01993661,1.020938098,1.039855416,1.030701965,1.022250965,1.033668979,0.968127394,1.07420169
6992,1.020617578,1.040275724,1.007674886,1.025716665,1.017176358,1.077767066,1.07445126,1.013282107,1.036818381,0.995596791,1.053100058,1.032045027,1.025342569,1.005663723,1.019920926,0.994991173,1.002255042,1.057891849,1.010579472,1.076958005,1.011573696,1.00855793,1.017682846,0.985573165,1.019733796,1.018238696,0.996171414,0.996368903,0.921492307,1.072619794
6993,0.983329621,1.020433481,0.917777575,0.985384117,0.996458223,1.043616547,1.03809968,0.951996829,1.014278021,0.973996205,1.014599655,0.925744259,0.965898209,0.954556933,1.007497717,0.943235461,0.959296033,1.017636568,0.950813745,1.048868343,0.998213652,0.979376834,0.990225223,0.932485318,0.928818914,0.992127625,0.945871792,0.954670383,0.860956293,1.052366515
6994,0.943440764,0.992436678,0.88881171,0.941631977,0.973629928,1.008882366,0.996139752,0.931740208,0.992845597,0.958179763,0.972285048,0.908301678,0.918046855,0.91600837,0.991373915,0.904142783,0.954858451,0.98035065,0.940630214,1.017672241,0.985149319,0.959352094,0.964706008,0.893719392,0.907365747,0.962753856,0.908865148,0.919808619,0.830860768,1.024653763
6995,0.906029328,0.962110813,0.835311197,0.904197852,0.954311586,0.975073262,0.971006947,0.907152167,0.960134608,0.94573557,0.92919586,0.862927587,0.867176977,0.887942035,0.970271318,0.864864551,0.923920714,0.943820176,0.907877479,0.987296332,0.970160526,0.937264472,0.921632622,0.857156595,0.843457767,0.937313668,0.870037991,0.884319675,0.799680596,0.993981953
6996,0.878766716,0.932034549,0.82231978,0.877838299,0.936249896,0.951438088,0.960753467,0.900006452,0.937543028,0.938566353,0.894451381,0.852669924,0.842650992,0.870972215,0.948561721,0.843582863,0.917025562,0.906642326,0.900060076,0.96415308,0.959527249,0.92336365,0.900035865,0.837630691,0.83209451,0.921371074,0.847557855,0.864020584,0.793072312,0.965371364
6997,0.85953393,0.908493856,0.818629104,0.861784368,0.924600797,0.933345642,0.959026282,0.899648208,0.921397385,0.933808049,0.86586963,0.847359845,0.825131017,0.864083791,0.936377114,0.830201189,0.915263464,0.871966976,0.899829275,0.948265857,0.95324579,0.91664113,0.882649863,0.823910111,0.824529658,0.914769587,0.829144179,0.856525253,0.798273526,0.943266339
6998,0.851130604,0.894610562,0.820948363,0.854518992,0.917488258,0.921844956,0.960259171,0.898793682,0.913282744,0.935530713,0.846376955,0.846812161,0.816637157,0.858300887,0.929477428,0.825532865,0.913266348,0.854665267,0.899080482,0.937279141,0.952809538,0.913376837,0.86883454,0.822076036,0.819592718,0.913628794,0.821454538,0.85936611,0.812541504,0.931580661
6999,0.85424219,0.891850421,0.836623735,0.855221813,0.919840149,0.917989556,0.96463343,0.924818261,0.909701247,0.945206436,0.837964597,0.863770042,0.82803891,0.86638094,0.927122996,0.829632733,0.938395413,0.845568614,0.939217011,0.934500422,0.95573167,0.919546472,0.853932635,0.834801513,0.831602382,0.923468072,0.8243822,0.869205398,0.837776813,0.924549084
7000,0.873442463,0.89913153,0.853305063,0.86814303,0.931770529,0.92482704,0.96951064,0.945947698,0.91134596,0.970057005,0.842883999,0.874492172,0.840285745,0.879526011,0.925008392,0.840628432,0.950376215,0.847416545,0.966267399,0.940412035,0.96197545,0.930598996,0.84564161,0.854685604,0.842475234,0.949549468,0.835680149,0.887544327,0.864820967,0.925335218
7001,0.916842156,0.923298492,0.877755649,0.892990866,0.952483347,0.952394508,0.98321147,0.965275724,0.920721738,0.985392109,0.862017226,0.888782189,0.903553151,0.912130344,0.926902696,0.86511096,0.967960592,0.889290094,0.984218889,0.964133285,0.970925877,0.954242401,0.849587097,0.887068194,0.866210539,0.981812925,0.909331455,0.916094044,0.890167132,0.934373956
7002,0.950478097,0.958624104,0.922932998,0.928840598,0.976832467,0.99412854,0.997532088,1.010539491,0.94082169,0.998477684,0.907756707,0.945975565,0.946163584,0.951191154,0.933389262,0.909214978,1.041432139,0.939563083,1.061957457,1.004869482,0.97743469,0.983919741,0.868846582,0.921913197,0.941602333,1.001605499,0.948616764,0.942831158,0.936173521,0.961993406
7003,0.971930728,0.982226277,0.940651007,0.954993202,0.993312582,1.021948332,1.006060638,1.025316667,0.963020045,1.011500059,0.9460424,0.95840397,0.968702411,0.970248108,0.945872323,0.934693424,1.052179679,0.963832813,1.071824557,1.031692146,0.981287112,1.001429048,0.894367229,0.937695693,0.952435379,1.013780745,0.967759278,0.963630267,0.949712505,0.986088217
7004,0.989888404,1.001643014,0.948850031,0.970637198,1.008335052,1.037299591,1.004505539,1.033991013,0.974272513,1.021523197,0.967603201,0.967342512,0.986441003,0.985854508,0.953268697,0.947375671,1.057046214,0.980458546,1.076670513,1.050732806,0.984888563,1.012079263,0.911643936,0.950253975,0.959192671,1.021644648,0.980792171,0.979739873,0.95495066,1.002449514
7005,1.006801324,1.018747891,0.971077327,0.985070885,1.018385284,1.050117079,1.008375165,1.054326595,0.988128348,1.03147759,0.987330848,1.004399056,1.004819648,1.001744832,0.959337599,0.959610805,1.090717209,0.993646853,1.119874488,1.060619355,0.98701284,1.020915636,0.937052597,0.964906939,0.989519879,1.025591145,0.993282099,0.992984865,0.976362784,1.012341029
7006,1.022185193,1.032101734,0.979133101,0.997275689,1.029361808,1.06272118,1.012224271,1.063279072,0.999827329,1.040451379,1.001759738,1.010276997,1.01315339,1.011453219,0.960041302,0.973140396,1.097934216,1.010883996,1.129581534,1.077835123,0.992004364,1.029432505,0.951077709,0.971606867,0.995634291,1.029104554,1.001481249,0.999870148,0.989028179,1.018964308
7007,1.029432955,1.046880341,0.996394729,1.004183769,1.034537885,1.077574914,1.009541888,1.083326164,1.008284754,1.053261794,1.017071017,1.036690453,1.044334967,1.021645377,0.965216063,0.987130746,1.119242547,1.030551709,1.147912518,1.09700232,0.995392854,1.036550163,0.963184746,0.982577649,1.01733821,1.030090662,1.018169787,1.004713531,1.007693298,1.026951367
7008,1.037032756,1.06391095,1.004623905,1.012001886,1.038078852,1.088429933,1.007235283,1.091691398,1.01314953,1.057835894,1.029879775,1.044386052,1.047479936,1.027054409,0.96567297,0.992890064,1.12263773,1.045149684,1.147038502,1.114288761,0.997692533,1.046598169,0.968656805,0.988987253,1.023674384,1.029507057,1.026989295,1.01233033,1.010474311,1.030867354
7009,1.041447846,1.079232699,1.011610063,1.017961143,1.039344754,1.093161566,1.004334334,1.09473955,1.017523801,1.0645874,1.041013232,1.052987552,1.054076611,1.03467243,0.961845065,0.998626341,1.129468786,1.057424471,1.148196868,1.126049009,0.999878311,1.051991152,0.976230088,0.993913932,1.024695393,1.030415668,1.029434281,1.01677551,1.01752934,1.031388303
7010,1.04519792,1.091777802,1.015549377,1.020989419,1.040035483,1.099140583,1.003762434,1.095765618,1.021979806,1.068593281,1.049546901,1.055275188,1.056435218,1.041553737,0.959321835,1.001945728,1.13337026,1.064939507,1.148406165,1.131574496,1.00281071,1.053379212,0.984932131,0.998282612,1.028146004,1.032169899,1.0362581,1.020195943,1.019685561,1.030473698
7011,1.049644006,1.104384329,1.023068277,1.0257901,1.038594122,1.100021781,1.005211901,1.102679922,1.027403186,1.070961047,1.059981031,1.069856771,1.066976991,1.050104461,0.958341631,1.014918571,1.149318753,1.069606262,1.157737414,1.140884124,1.005696396,1.057175391,0.996536089,1.003818088,1.035132568,1.034363576,1.048197707,1.024155856,1.032498668,1.031242537
7012,1.053561186,1.116933181,1.02388422,1.029280102,1.039435152,1.104218264,1.003478289,1.099818449,1.031041386,1.075322339,1.065415684,1.074355966,1.072888717,1.056539258,0.955900297,1.023059403,1.152076159,1.079882235,1.160399661,1.149741271,1.008875621,1.057212192,0.998870886,1.006658342,1.037605326,1.035238416,1.053451235,1.029016445,1.027400983,1.02808751
7013,1.058309684,1.126532927,1.027131051,1.031966277,1.038958234,1.106804719,1.001548541,1.094541778,1.033899814,1.07698346,1.072189944,1.076349508,1.078744522,1.065293116,0.954586196,1.028137602,1.149105567,1.081831041,1.158068412,1.14415279,1.010054164,1.057344841,1.003296406,1.008354111,1.042775204,1.036203484,1.06188847,1.033038293,1.026667038,1.025369151
7014,1.058515896,1.132359404,1.022476221,1.035019341,1.037883529,1.109354604,0.998263421,1.087518731,1.036894054,1.077087434,1.077133459,1.073242411,1.08461856,1.071852223,0.953406187,1.032185418,1.14244853,1.092948431,1.143614324,1.139064915,1.01141198,1.0582435,1.010720642,1.008166116,1.046732071,1.036662028,1.071222418,1.038756663,0.99718112,1.019685697
7015,1.056538509,1.139368745,1.004361461,1.032943549,1.038643261,1.110546253,1.001476255,1.083776059,1.039284911,1.073806387,1.082672814,1.05977365,1.081195638,1.069125324,0.951141173,1.029455009,1.131956263,1.099420473,1.143107144,1.136520628,1.011401274,1.055504619,1.018086771,1.003760699,1.042441805,1.033538681,1.078852625,1.037552437,0.976348333,1.013570052
7016,1.037115808,1.134081987,0.980453059,1.018833402,1.02984164,1.097200136,0.999950245,1.069494966,1.035640782,1.063160122,1.074387422,1.019269633,1.053083773,1.038252116,0.952274471,1.007011816,1.112028339,1.106266212,1.132042323,1.122528608,1.009039123,1.041830804,1.022371328,0.980025855,1.034427437,1.026625795,1.048203435,1.018320659,0.946624512,1.011696714
7017,1.005386181,1.092033527,0.938329757,0.983791489,1.012298081,1.057865466,0.980903135,1.017524969,1.011290879,1.044071001,1.033021927,0.917174343,0.998594272,0.988909816,0.945728962,0.948387432,1.02791443,1.066183393,1.035890394,1.073387862,0.997126231,1.016775384,0.984725765,0.941518455,0.978886347,1.005944828,0.993219248,0.990438195,0.89688607,0.994045234
7018,0.970296091,1.046384979,0.920816538,0.944189266,0.992366578,1.018945227,0.96144444,1.000993481,0.977990132,1.023846733,0.989380091,0.898048226,0.95764602,0.953330798,0.928180457,0.906391881,1.009893118,1.025287758,1.016050649,1.012205025,0.983606149,0.996250816,0.945188284,0.913629691,0.961773998,0.983205711,0.951934115,0.963505263,0.878062584,0.966844575
7019,0.934100152,1.003061159,0.895775291,0.912392171,0.972482482,0.982281907,0.947730957,0.958781957,0.942011084,1.005345483,0.941441098,0.865093044,0.906697167,0.914484006,0.907897133,0.865507385,0.969816024,0.988174474,0.981437182,0.966018595,0.968942607,0.979069388,0.897227172,0.883965826,0.919379599,0.961510457,0.908931941,0.939206751,0.861556061,0.9387648
7020,0.906425466,0.968916317,0.891306668,0.887979413,0.960768842,0.956766382,0.940241729,0.949786903,0.920950534,0.993076794,0.905316035,0.860104549,0.877928669,0.888933342,0.894441728,0.845462688,0.962049185,0.949414836,0.973631867,0.939118153,0.957367078,0.96996208,0.867109479,0.865781696,0.910312201,0.946267769,0.873621116,0.923558007,0.857769424,0.913562106
7021,0.889135761,0.947414861,0.892000093,0.870646417,0.953195293,0.940078262,0.937161474,0.946734625,0.901214327,0.985153393,0.876615012,0.854920038,0.860937175,0.868446566,0.885913927,0.833404147,0.9572708,0.924706158,0.966681158,0.926087731,0.952300901,0.967565036,0.851410185,0.855941121,0.903546958,0.936517101,0.852809014,0.916806459,0.863838206,0.894902704
7022,0.883430704,0.934850924,0.900227244,0.858734714,0.951844468,0.929685948,0.936856601,0.948673698,0.895962145,0.983918355,0.858834609,0.860164938,0.85322906,0.862544785,0.879698863,0.827757929,0.957078267,0.905585289,0.966561068,0.919723992,0.949608808,0.969781514,0.845085521,0.852644905,0.898949389,0.932098354,0.841350374,0.917152045,0.868597788,0.88389494
7023,0.890069408,0.93248927,0.914814661,0.858554664,0.957947726,0.927285553,0.943174629,0.9651234,0.893500796,0.987871937,0.851838225,0.879157947,0.856780106,0.868687847,0.877078349,0.828845282,0.973644781,0.900760115,0.992874497,0.91865853,0.95243532,0.978446669,0.834620953,0.860712969,0.902235653,0.939199223,0.844361178,0.928574632,0.895274575,0.878726748
7024,0.906443709,0.936364514,0.923377634,0.871206301,0.97246825,0.9359738,0.95270044,0.979383334,0.891340966,0.997266089,0.857043348,0.894180385,0.867972778,0.886177675,0.880205476,0.843281312,0.977372289,0.905736172,1.00217888,0.923299161,0.95917042,0.989825789,0.834234173,0.879275048,0.909096939,0.961730903,0.859986564,0.944474339,0.925400597,0.880905311
7025,0.937203727,0.960292807,0.947400739,0.902263757,0.997038194,0.962122026,0.967129453,0.991915409,0.89903099,1.002089839,0.877821577,0.913296957,0.93294292,0.919836211,0.886048427,0.871024625,0.985232096,0.935349148,1.012210348,0.940979778,0.968269152,1.005660305,0.849501998,0.912184831,0.91965395,0.992148364,0.933862927,0.962937005,0.942478699,0.889320255
7026,0.968599746,1.015747144,0.983408873,0.94165895,1.020521811,0.999288804,0.982890314,1.026840989,0.925386858,1.006466789,0.927545606,0.960618176,0.971670224,0.952619935,0.891170815,0.917425596,1.029409541,0.980336436,1.071734845,0.981702201,0.973971704,1.023068382,0.875056509,0.940681766,0.960169016,1.01312376,0.979731466,0.979700388,0.968391813,0.907636247
7027,0.98737415,1.052880382,0.98876164,0.965371108,1.034129444,1.022947837,0.993882161,1.034578754,0.94426476,1.006756197,0.967659628,0.968804784,0.991703257,0.969700707,0.898840803,0.940524237,1.036910371,1.007957105,1.078134492,1.008154079,0.976615903,1.033153028,0.904062183,0.95273338,0.967568172,1.024771088,0.997562219,0.992941307,0.975794923,0.925692764
7028,0.999633979,1.076839399,0.992015402,0.985665505,1.045810387,1.040378136,1.005575051,1.038564731,0.956201356,1.009386175,0.993137024,0.980025312,1.010893562,0.987803978,0.901007571,0.958257945,1.047656379,1.030076967,1.084298537,1.025907524,0.976251279,1.040989397,0.925941066,0.960915792,0.968499917,1.032660898,1.012549268,1.006495431,0.981988609,0.935429908
7029,1.007755764,1.093523464,1.008407267,1.001887051,1.05853987,1.054396776,1.012714363,1.059407654,0.967907007,1.009545726,1.014229505,1.011270341,1.029147999,1.00261774,0.906665869,0.974039634,1.073068352,1.051563839,1.112412799,1.038756556,0.975451242,1.049030008,0.946278203,0.969702885,0.990542574,1.036152087,1.022484157,1.014752032,1.002652755,0.945280484
7030,1.012331898,1.108109729,1.012536571,1.013505965,1.070869105,1.06315891,1.016330962,1.063535527,0.977400607,1.00883842,1.029836793,1.018976624,1.034422333,1.010149776,0.907585151,0.988211254,1.073786261,1.073115449,1.114586439,1.044941045,0.974055896,1.05773049,0.9595377,0.976588968,0.997182313,1.035905824,1.024104912,1.027602851,1.017833865,0.950199936
7031,1.017793581,1.116043159,1.030935771,1.022508058,1.079046206,1.074468817,1.014839173,1.069831276,0.980838003,1.007654131,1.046338591,1.036897842,1.047703437,1.020737111,0.909808147,1.00219062,1.091212262,1.089130114,1.131984395,1.063605151,0.972740609,1.071695082,0.967395401,0.985757047,1.016878831,1.034236695,1.037390491,1.046422362,1.032150015,0.954187515
7032,1.022942487,1.129416895,1.038650155,1.029306765,1.083836641,1.0823405,1.014585545,1.068484282,0.987236979,1.008304808,1.061840298,1.043067553,1.043947891,1.027951252,0.912806586,1.008560749,1.099370272,1.107560963,1.14320584,1.065814351,0.970875361,1.078840286,0.976419745,0.993373561,1.01985628,1.031424928,1.038620722,1.064408184,1.038140066,0.959522321
7033,1.032156043,1.134674776,1.038297929,1.040324189,1.085537027,1.09188701,1.010756573,1.07147826,0.99307802,1.006680668,1.074744987,1.048696599,1.046754975,1.036213855,0.914279183,1.015702997,1.099497379,1.118469583,1.143440497,1.060990545,0.967919209,1.085365035,0.984612784,0.997437958,1.01948962,1.025466073,1.042918064,1.080257499,1.045848176,0.963631565
7034,1.040391603,1.143170643,1.045795953,1.049153951,1.088248233,1.098903589,1.004294514,1.076481624,0.996109628,1.005758295,1.085426478,1.058457449,1.045304489,1.048235412,0.916468742,1.023690123,1.10700532,1.135397424,1.146757073,1.059117292,0.965807069,1.094214061,0.989845975,1.004078837,1.023780524,1.019367183,1.043637058,1.089726123,1.051034328,0.96555571
7035,1.048195876,1.147181084,1.059958837,1.056885636,1.090624631,1.104651415,1.000187617,1.083314859,1.001818456,1.003728075,1.10035346,1.078607831,1.044206843,1.06274442,0.919046457,1.033428284,1.118425607,1.146795001,1.156579749,1.052536085,0.96321054,1.101280589,0.990926246,1.011375029,1.041826178,1.01206569,1.039937434,1.099462969,1.060242657,0.96887132
7036,1.052536949,1.150450762,1.064762376,1.056446913,1.090849903,1.11043996,0.994876639,1.092944844,1.005604982,1.000388511,1.10948871,1.074779675,1.049301406,1.076857726,0.923671258,1.043446191,1.122573808,1.151138753,1.158309325,1.050878421,0.959129705,1.106617601,0.996846972,1.014580614,1.043243639,1.002957374,1.04396974,1.10125809,1.054363087,0.972934263
7037,1.054237563,1.152511253,1.068937843,1.058209415,1.092970382,1.113874241,0.986758559,1.096540038,1.009366803,0.99809057,1.116620489,1.075114351,1.048139526,1.090174916,0.923352921,1.046800399,1.123398802,1.152965106,1.15659255,1.047320655,0.956139195,1.113744838,1.001921843,1.018512004,1.046832307,0.995348301,1.045296956,1.102401269,1.057354427,0.97874488
